#Table Version   6
#[Z/Z_SOLAR]=-4.00 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  1.7000000E+03  2.7693000E+03  2.7693000E+03  2.7693000E+03  2.7693000E+03  2.7693000E+03  2.7693000E+03  2.7693000E+03  2.7693000E+03  2.7693000E+03  2.7693000E+03  2.7693000E+03
  1.8000000E+03  2.8693000E+03  2.8693000E+03  2.8693000E+03  2.8693000E+03  2.8693000E+03  2.8693000E+03  2.8693000E+03  2.8693000E+03  2.8693000E+03  2.8693000E+03  2.8693000E+03
  1.9000000E+03  2.9693000E+03  2.9693000E+03  2.9693000E+03  2.9693000E+03  2.9693000E+03  2.9693000E+03  2.9693000E+03  2.9693000E+03  2.9693000E+03  2.9693000E+03  2.9693000E+03
  2.0000000E+03  3.0693000E+03  3.0693000E+03  3.0693000E+03  3.0693000E+03  3.0693000E+03  3.0693000E+03  3.0693000E+03  3.0693000E+03  3.0693000E+03  3.0693000E+03  3.0693000E+03
  2.1000000E+03  3.1864038E+03  3.1693000E+03  3.1693000E+03  3.1693000E+03  3.1693000E+03  3.1693000E+03  3.1693000E+03  3.1693000E+03  3.1693000E+03  3.1693000E+03  3.1693000E+03
  2.2000000E+03  3.2912014E+03  3.2738237E+03  3.2704453E+03  3.2693000E+03  3.2693000E+03  3.2693000E+03  3.2693000E+03  3.2693000E+03  3.2693000E+03  3.2693000E+03  3.2693000E+03
  2.3000000E+03  3.3983745E+03  3.3754429E+03  3.3706199E+03  3.3696499E+03  3.3693000E+03  3.3693000E+03  3.3693000E+03  3.3693000E+03  3.3693000E+03  3.3693000E+03  3.3693000E+03
  2.4000000E+03  3.5072620E+03  3.4785281E+03  3.4714790E+03  3.4697102E+03  3.4694111E+03  3.4693000E+03  3.4693000E+03  3.4693000E+03  3.4693000E+03  3.4693000E+03  3.4693000E+03
  2.5000000E+03  3.6182412E+03  3.5821074E+03  3.5725547E+03  3.5700337E+03  3.5694834E+03  3.5693396E+03  3.5693000E+03  3.5693000E+03  3.5693000E+03  3.5693000E+03  3.5693000E+03
  2.8000000E+03  3.9716831E+03  3.9022244E+03  3.8794551E+03  3.8722549E+03  3.8700959E+03  3.8695134E+03  3.8693479E+03  3.8693083E+03  3.8693022E+03  3.8693010E+03  3.8693000E+03
  3.0000000E+03  4.2331816E+03  4.1296538E+03  4.0905154E+03  4.0763284E+03  4.0714749E+03  4.0699502E+03  4.0694688E+03  4.0693398E+03  4.0693113E+03  4.0693032E+03  4.0693008E+03
  3.2000000E+03  4.5283638E+03  4.3783540E+03  4.3127495E+03  4.2855493E+03  4.2749741E+03  4.2712090E+03  4.2698643E+03  4.2694541E+03  4.2693491E+03  4.2693149E+03  4.2693042E+03
  3.5000000E+03  5.0745342E+03  4.8283169E+03  4.6932969E+03  4.6245874E+03  4.5922319E+03  4.5783999E+03  4.5725078E+03  4.5703579E+03  4.5696831E+03  4.5694312E+03  4.5693423E+03
  3.7500000E+03  5.6840107E+03  5.3416050E+03  5.1102852E+03  4.9690996E+03  4.8906802E+03  4.8516152E+03  4.8323706E+03  4.8242466E+03  4.8212959E+03  4.8200586E+03  4.8195718E+03
  4.0000000E+03  6.4730127E+03  6.0791909E+03  5.7304194E+03  5.4645000E+03  5.2860601E+03  5.1812485E+03  5.1210244E+03  5.0916099E+03  5.0793325E+03  5.0735352E+03  5.0709814E+03
  4.2500000E+03  7.2363926E+03  6.9684565E+03  6.6320625E+03  6.2672598E+03  5.9364346E+03  5.6901274E+03  5.5168003E+03  5.4166299E+03  5.3682759E+03  5.3423223E+03  5.3294404E+03
  4.5000000E+03  7.7606987E+03  7.6137324E+03  7.4349185E+03  7.2033613E+03  6.9057144E+03  6.5782983E+03  6.2314136E+03  5.9594619E+03  5.7956440E+03  5.6897988E+03  5.6287300E+03
  4.7500000E+03  8.1942041E+03  8.0726655E+03  7.9461382E+03  7.8091885E+03  7.6516855E+03  7.4834580E+03  7.2193589E+03  6.9078086E+03  6.6349453E+03  6.3588682E+03  6.1363633E+03
  5.0000000E+03  8.6133945E+03  8.4953281E+03  8.3766104E+03  8.2564854E+03  8.1333799E+03  8.0322900E+03  7.8760220E+03  7.7086895E+03  7.6091152E+03  7.4316494E+03  7.1643032E+03
  5.2500000E+03  9.0307227E+03  8.9130996E+03  8.7953926E+03  8.6775059E+03  8.5592324E+03  8.4685898E+03  8.3330674E+03  8.2062539E+03  8.1908267E+03  8.1578965E+03  8.0901260E+03
  5.5000000E+03  9.4478164E+03  9.3302480E+03  9.2126689E+03  9.0950674E+03  8.9774160E+03  8.8881387E+03  8.7554258E+03  8.6344551E+03  8.6324385E+03  8.6280225E+03  8.6184355E+03
  5.7500000E+03  9.8648809E+03  9.7473203E+03  9.6297568E+03  9.5121904E+03  9.3946191E+03  9.3055146E+03  9.1731631E+03  9.0529521E+03  9.0526953E+03  9.0521318E+03  9.0509014E+03
  6.0000000E+03  1.0281942E+04  1.0164381E+04  1.0046820E+04  9.9292598E+03  9.8116973E+03  9.7226162E+03  9.5903086E+03  9.4701943E+03  9.4701621E+03  9.4700908E+03  9.4699355E+03
