#Table Version   6
#[Z/Z_SOLAR]=-7.00 [A/Fe]= 0.0 A09      | VALID RANGE:  105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105
#Teff(K)| Pgas@  log g =-2.00   log g =-1.50   log g =-1.00   log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00   log g = 6.50   log g = 7.00   log g = 7.50   log g = 8.00   log g = 8.50   log g = 9.00   log g = 9.50   log g =10.00 
  5.5000000e+03  1.3022513e+01  3.3067426e+01  8.3010255e+01  2.0538699e+02  4.9972149e+02  1.1936228e+03  2.7956198e+03  6.4154681e+03  1.4419015e+04  3.1735732e+04  6.8412459e+04  1.4450354e+05  2.9928036e+05  6.0835832e+05  1.2153103e+06  2.3899417e+06  4.6363169e+06  8.8956170e+06  1.6934632e+07  3.2108558e+07  6.0901229e+07  1.1612526e+08  2.2375307e+08  4.3785498e+08  8.7395056e+08
  5.7500000e+03  8.1312270e+00  2.0918406e+01  5.3034537e+01  1.3225101e+02  3.2390907e+02  7.7836406e+02  1.8338934e+03  4.2346043e+03  9.5811307e+03  2.1241904e+04  4.6156442e+04  9.8333257e+04  2.0551372e+05  4.2167109e+05  8.5016013e+05  1.6862051e+06  3.2944953e+06  6.3508666e+06  1.2102295e+07  2.2849067e+07  4.2853509e+07  8.0089279e+07  1.4969483e+08  2.8098349e+08  5.3208665e+08
  6.0000000e+03  5.3853456e+00  1.3878793e+01  3.5216834e+01  8.7883171e+01  2.1549794e+02  5.1891422e+02  1.2265594e+03  2.8453048e+03  6.4773249e+03  1.4472218e+04  3.1743484e+04  6.8378469e+04  1.4472687e+05  3.0117255e+05  6.1664997e+05  1.2433314e+06  2.4710033e+06  4.8456964e+06  9.3872775e+06  1.7987758e+07  3.4141128e+07  6.4286508e+07  1.2030037e+08  2.2417909e+08  4.1698868e+08
  6.2500000e+03  3.7068529e+00  9.5084865e+00  2.4029895e+01  5.9789308e+01  1.4638471e+02  3.5253665e+02  8.3492368e+02  1.9443700e+03  4.4525734e+03  1.0027788e+04  2.2216256e+04  4.8435330e+04  1.0396164e+05  2.1980242e+05  4.5803557e+05  9.4136198e+05  1.9094438e+06  3.8252977e+06  7.5745294e+06  1.4835665e+07  2.8764157e+07  5.5249248e+07  1.0521492e+08  1.9882431e+08  3.7316619e+08
  6.5000000e+03  2.5767072e+00  6.5759818e+00  1.6553751e+01  4.1085317e+01  1.0050498e+02  2.4226874e+02  5.7538095e+02  1.3462999e+03  3.1036683e+03  7.0503640e+03  1.5784829e+04  3.4840118e+04  7.5836069e+04  1.6285247e+05  3.4515719e+05  7.2233011e+05  1.4933046e+06  3.0510783e+06  6.1637598e+06  1.2317264e+07  2.4357878e+07  4.7686255e+07  9.2457039e+07  1.7759884e+08  3.3810810e+08
  6.7500000e+03  1.7592752e+00  4.4854508e+00  1.1293267e+01  2.8070940e+01  6.8869001e+01  1.6674351e+02  3.9836796e+02  9.3908461e+02  2.1842669e+03  5.0130592e+03  1.1353492e+04  2.5376685e+04  5.5986388e+04  1.2194047e+05  2.6225118e+05  5.5704010e+05  1.1688458e+06  2.4234668e+06  4.9663410e+06  1.0061601e+07  2.0157632e+07  3.9945011e+07  7.8314488e+07  1.5194325e+08  2.9179771e+08
  7.0000000e+03  1.1544239e+00  2.9594453e+00  7.5001677e+00  1.8786898e+01  4.6502288e+01  1.1372159e+02  2.7471096e+02  6.5537263e+02  1.5438103e+03  3.5901063e+03  8.2403553e+03  1.8665305e+04  4.1717064e+04  9.1990039e+04  2.0012477e+05  4.2954410e+05  9.0971625e+05  1.9013796e+06  3.9227876e+06  7.9910113e+06  1.6077585e+07  3.1958791e+07  6.2784236e+07  1.2193821e+08  2.3420241e+08
  7.2500000e+03  7.1735036e-01  1.8621267e+00  4.7844919e+00  1.2164717e+01  3.0596731e+01  7.6101419e+01  1.8709385e+02  4.5440657e+02  1.0896464e+03  2.5780864e+03  6.0143403e+03  1.3825417e+04  3.1298627e+04  6.9749922e+04  1.5297570e+05  3.3016698e+05  7.0134736e+05  1.4667380e+06  3.0212355e+06  6.1328957e+06  1.2276001e+07  2.4245351e+07  4.7276509e+07  9.1066483e+07  1.7337993e+08
  7.5000000e+03  4.1832247e-01  1.1068995e+00  2.9037669e+00  7.5494013e+00  1.9441582e+01  4.9557187e+01  1.2492031e+02  3.1103887e+02  7.6397296e+02  1.8484222e+03  4.3990221e+03  1.0283914e+04  2.3589407e+04  5.3048927e+04  1.1690854e+05  2.5247049e+05  5.3447031e+05  1.1099054e+06  2.2631433e+06  4.5361781e+06  8.9483438e+06  1.7393689e+07  3.3352760e+07  6.3155693e+07  1.1820333e+08
  7.7500000e+03  2.2791389e-01  6.1833875e-01  1.6670437e+00  4.4637468e+00  1.1860435e+01  3.1231161e+01  8.1359923e+01  2.0923878e+02  5.2994244e+02  1.3184342e+03  3.2140240e+03  7.6601125e+03  1.7817361e+04  4.0396922e+04  8.9228407e+04  1.9202026e+05  4.0289291e+05  8.2523327e+05  1.6528788e+06  3.2437143e+06  6.2503803e+06  1.1851234e+07  2.2156610e+07  4.0920602e+07  7.4784406e+07
  8.0000000e+03  1.1609768e-01  3.2467374e-01  9.0526454e-01  2.5145116e+00  6.9474723e+00  1.9050461e+01  5.1686929e+01  1.3825994e+02  3.6321710e+02  9.3349472e+02  2.3387974e+03  5.6952227e+03  1.3448761e+04  3.0752228e+04  6.8050316e+04  1.4576140e+05  3.0252336e+05  6.0945640e+05  1.1946450e+06  2.2852361e+06  4.2804859e+06  7.8803098e+06  1.4315642e+07  2.5770745e+07  4.6180327e+07
  8.2500000e+03  5.5985953e-02  1.6225624e-01  4.7094677e-01  1.3668681e+00  3.9560611e+00  1.1372648e+01  3.2315542e+01  9.0282767e+01  2.4668813e+02  6.5605635e+02  1.6912165e+03  4.2123197e+03  1.0113783e+04  2.3376990e+04  5.1994047e+04  1.1132711e+05  2.2977683e+05  4.5818705e+05  8.8556002e+05  1.6662488e+06  3.0698849e+06  5.5799253e+06  1.0102535e+07  1.8437224e+07  3.4389578e+07
  8.5000000e+03  2.6931496e-02  8.1019600e-02  2.4543728e-01  7.4632406e-01  2.2666805e+00  6.8329273e+00  2.0305243e+01  5.9086873e+01  1.6735928e+02  4.5910202e+02  1.2149878e+03  3.0932482e+03  7.5624471e+03  1.7740298e+04  3.9936291e+04  8.6371267e+04  1.7986302e+05  3.6197016e+05  7.0788239e+05  1.3561443e+06  2.5741404e+06  4.9143941e+06  9.6070350e+06  1.9572702e+07  4.2073336e+07
  8.7500000e+03  1.5231814e-02  4.6416086e-02  1.4349560e-01  4.4768703e-01  1.3990680e+00  4.3422857e+00  1.3271522e+01  3.9640490e+01  1.1498510e+02  3.2234639e+02  8.7031460e+02  2.2580905e+03  5.6241591e+03  1.3447669e+04  3.0905719e+04  6.8446429e+04  1.4670326e+05  3.0628527e+05  6.2871950e+05  1.2849300e+06  2.6548930e+06  5.6351451e+06  1.2445673e+07  2.8766450e+07  6.9414279e+07
  9.0000000e+03  1.2736724e-02  3.7010793e-02  1.0992643e-01  3.3236337e-01  1.0154980e+00  3.1062741e+00  9.4199845e+00  2.8069953e+01  8.1589563e+01  2.3005745e+02  6.2692762e+02  1.6475884e+03  4.1730242e+03  1.0194932e+04  2.4081960e+04  5.5232520e+04  1.2377227e+05  2.7334969e+05  6.0142670e+05  1.3344244e+06  3.0204468e+06  7.0332855e+06  1.6903321e+07  4.1846431e+07  1.0613473e+08
  9.2500000e+03  1.4900159e-02  4.0286779e-02  1.1108081e-01  3.1232754e-01  8.9284149e-01  2.5795328e+00  7.4719783e+00  2.1513208e+01  6.1076305e+01  1.6986184e+02  4.6060469e+02  1.2143887e+03  3.1102253e+03  7.7454463e+03  1.8808338e+04  4.4746263e+04  1.0498161e+05  2.4485927e+05  5.7275489e+05  1.3546215e+06  3.2591999e+06  8.0006840e+06  2.0032232e+07  5.1019813e+07  1.3167385e+08
  9.5000000e+03  1.9748043e-02  5.0277163e-02  1.2973170e-01  3.3975152e-01  9.0314163e-01  2.4323322e+00  6.6106111e+00  1.8029183e+01  4.9030797e+01  1.3215335e+02  3.5126038e+02  9.1756311e+02  2.3518373e+03  5.9166397e+03  1.4640997e+04  3.5772334e+04  8.6741673e+04  2.0996570e+05  5.1027120e+05  1.2509433e+06  3.1028086e+06  7.7943708e+06  1.9814990e+07  5.0885747e+07  1.3170916e+08
  9.7500000e+03  2.7307325e-02  6.6087758e-02  1.6144265e-01  3.9853041e-01  9.9493417e-01  2.5120350e+00  6.4071314e+00  1.6468453e+01  4.2507396e+01  1.0972977e+02  2.8216735e+02  7.2045926e+02  1.8228695e+03  4.5677128e+03  1.1345780e+04  2.7997744e+04  6.8854677e+04  1.6936221e+05  4.1806632e+05  1.0384276e+06  2.5995520e+06  6.5615603e+06  1.6691409e+07  4.2746203e+07  1.1007010e+08
  1.0000000e+04  3.8656048e-02  8.9421485e-02  2.0830998e-01  4.8902194e-01  1.1576889e+00  2.7650695e+00  6.6632630e+00  1.6190938e+01  3.9617034e+01  9.7423526e+01  2.4022408e+02  5.9260679e+02  1.4599773e+03  3.5886161e+03  8.8000366e+03  2.1546647e+04  5.2755641e+04  1.2940751e+05  3.1859985e+05  7.8842985e+05  1.9629023e+06  4.9177894e+06  1.2395598e+07  3.1414741e+07  7.9991610e+07
  1.0250000e+04  5.5001287e-02  1.2230755e-01  2.7343554e-01  6.1486264e-01  1.3913566e+00  3.1698768e+00  7.2735540e+00  1.6811592e+01  3.9133007e+01  9.1685735e+01  2.1602064e+02  5.1127800e+02  1.2143281e+03  2.8919534e+03  6.9034026e+03  1.6519602e+04  3.9648964e+04  9.5523334e+04  2.3121282e+05  5.6268228e+05  1.3774353e+06  3.3923686e+06  8.4041993e+06  2.0936013e+07  5.2418753e+07
  1.0500000e+04  7.7033694e-02  1.6570837e-01  3.5787061e-01  7.7618583e-01  1.6912966e+00  3.7038619e+00  8.1552097e+00  1.8059421e+01  4.0230899e+01  9.0164975e+01  2.0328297e+02  4.6094543e+02  1.0508730e+03  2.4081197e+03  5.5457230e+03  1.2834967e+04  2.9859153e+04  6.9849457e+04  1.6437591e+05  3.8929247e+05  9.2810709e+05  2.2276767e+06  5.3828001e+06  1.3090918e+07  3.2032829e+07
  1.0750000e+04  1.0455044e-01  2.1888227e-01  4.5952862e-01  9.6767553e-01  2.0444304e+00  4.3347337e+00  9.2263870e+00  1.9720405e+01  4.2339625e+01  9.1336527e+01  1.9801925e+02  4.3153110e+02  9.4540231e+02  2.0824405e+03  4.6125447e+03  1.0275553e+04  2.3029405e+04  5.1942029e+04  1.1794403e+05  2.6971965e+05  6.2138728e+05  1.4425021e+06  3.3745356e+06  7.9550199e+06  1.8894590e+07
  1.1000000e+04  1.3638212e-01  2.7939461e-01  5.7346014e-01  1.1794459e+00  2.4311722e+00  5.0234110e+00  1.0406841e+01  2.1621065e+01  4.5058978e+01  9.4220386e+01  1.9773498e+02  4.1659505e+02  8.8136355e+02  1.8729632e+03  3.9991600e+03  8.5826410e+03  1.8520479e+04  4.0202109e+04  8.7823889e+04  1.9317559e+05  4.2802672e+05  9.5577101e+05  2.1515779e+06  4.8842611e+06  1.1182923e+07
  1.1250000e+04  1.7065022e-01  3.4370018e-01  6.9308411e-01  1.3994767e+00  2.8298562e+00  5.7310383e+00  1.1626000e+01  2.3627639e+01  4.8114465e+01  9.8192031e+01  2.0086745e+02  4.1197521e+02  8.4735424e+02  1.7482602e+03  3.6192802e+03  7.5206902e+03  1.5691928e+04  3.2889961e+04  6.9282919e+04  1.4675471e+05  3.1275488e+05  6.7098817e+05  1.4500358e+06  3.1582263e+06  6.9364980e+06
  1.1500000e+04  2.0520918e-01  4.0796957e-01  8.1168270e-01  1.6162018e+00  3.2209333e+00  6.4250150e+00  1.2829391e+01  2.5645723e+01  5.1326689e+01  1.0285815e+02  2.0642159e+02  4.1490907e+02  8.3541144e+02  1.6852914e+03  3.4069462e+03  6.9035619e+03  1.4025458e+04  2.8578133e+04  5.8422777e+04  1.1987928e+05  2.4701681e+05  5.1140089e+05  1.0644023e+06  2.2286355e+06  4.6974282e+06
  1.1750000e+04  2.3805858e-01  4.6878238e-01  9.2352344e-01  1.8202297e+00  3.5893839e+00  7.0818153e+00  1.3980339e+01  2.7615882e+01  5.4587162e+01  1.0797860e+02  2.1376131e+02  4.2354277e+02  8.4000016e+02  1.6677007e+03  3.3148425e+03  6.5973762e+03  1.3149543e+04  2.6251887e+04  5.2506688e+04  1.0524065e+05  2.1144496e+05  4.2599919e+05  8.6098596e+05  1.7464904e+06  3.5576054e+06
  1.2000000e+04  2.6769652e-01  5.2369914e-01  1.0247613e+00  2.0057246e+00  3.9267600e+00  7.6898757e+00  1.5063800e+01  2.9518166e+01  5.7862120e+01  1.1346485e+02  2.2258910e+02  4.3685500e+02  8.5778634e+02  1.6851925e+03  3.3126220e+03  6.5158857e+03  1.2825854e+04  2.5266684e+04  4.9820071e+04  9.8335024e+04  1.9432293e+05  3.8452859e+05  7.6210369e+05  1.5131808e+06  3.0108663e+06
  1.2250000e+04  2.9376141e-01  5.7240268e-01  1.1154775e+00  2.1740768e+00  4.2378615e+00  8.2618950e+00  1.6109319e+01  3.1415449e+01  6.1274867e+01  1.1953621e+02  2.3323851e+02  4.5518822e+02  8.8854418e+02  1.7348925e+03  3.3882952e+03  6.6193620e+03  1.2935709e+04  2.5288257e+04  4.9456143e+04  9.6764477e+04  1.8942268e+05  3.7102192e+05  7.2720441e+05  1.4264241e+06  2.8004764e+06
  1.2500000e+04  3.1839125e-01  6.1919355e-01  1.2042694e+00  2.3423609e+00  4.5563606e+00  8.8637543e+00  1.7244637e+01  3.3552788e+01  6.5289461e+01  1.2705721e+02  2.4728592e+02  4.8133300e+02  9.3700241e+02  1.8242636e+03  3.5521372e+03  6.9175300e+03  1.3473367e+04  2.6246437e+04  5.1137560e+04  9.9653497e+04  1.9423921e+05  3.7868993e+05  7.3849239e+05  1.4405866e+06  2.8111426e+06
  1.2750000e+04  3.4710828e-01  6.7459553e-01  1.3111576e+00  2.5485884e+00  4.9542546e+00  9.6314406e+00  1.8725741e+01  3.6410123e+01  7.0801311e+01  1.3768833e+02  2.6778755e+02  5.2086105e+02  1.0131938e+03  1.9710759e+03  3.8349127e+03  7.4619137e+03  1.4520750e+04  2.8260100e+04  5.5005499e+04  1.0707514e+05  2.0846060e+05  4.0589662e+05  7.9043621e+05  1.5395112e+06  2.9989494e+06
  1.3000000e+04  3.8567329e-01  7.4952268e-01  1.4567917e+00  2.8317695e+00  5.5051154e+00  1.0703441e+01  2.0812736e+01  4.0474745e+01  7.8720638e+01  1.5312392e+02  2.9788448e+02  5.7956684e+02  1.1277439e+03  2.1946702e+03  4.2715000e+03  8.3146601e+03  1.6186844e+04  3.1516224e+04  6.1370723e+04  1.1952101e+05  2.3280066e+05  4.5350512e+05  8.8356706e+05  1.7217007e+06  3.3553539e+06
  1.4000000e+04  4.3247240e-01  8.4126997e-01  1.6367556e+00  3.1849629e+00  6.1986581e+00  1.2066031e+01  2.3491204e+01  4.5742610e+01  8.9086547e+01  1.7353199e+02  3.3808348e+02  6.5878861e+02  1.2839459e+03  2.5028028e+03  4.8796272e+03  9.5154116e+03  1.8558817e+04  3.6203926e+04  7.0639010e+04  1.3785358e+05  2.6907725e+05  5.2531818e+05  1.0257829e+06  2.0034440e+06  3.9137123e+06
  1.5000000e+04  4.7628222e-01  9.2933934e-01  1.8138051e+00  3.5409070e+00  6.9142845e+00  1.3504859e+01  2.6384214e+01  5.1559762e+01  1.0078398e+02  1.9705494e+02  3.8538926e+02  7.5392766e+02  1.4752950e+03  2.8876763e+03  5.6537934e+03  1.1072724e+04  2.1691698e+04  4.2506803e+04  8.3320253e+04  1.6336963e+05  3.2042180e+05  6.2864314e+05  1.2337271e+06  2.4219670e+06  4.7561219e+06
  1.6000000e+04  5.0827337e-01  9.9723638e-01  1.9572318e+00  3.8426531e+00  7.5468586e+00  1.4826844e+01  2.9139359e+01  5.7287701e+01  1.1266634e+02  2.2165609e+02  4.3623355e+02  8.5884266e+02  1.6914708e+03  3.3325214e+03  6.5681046e+03  1.2949916e+04  2.5541992e+04  5.0396976e+04  9.9475734e+04  1.9642364e+05  3.8800311e+05  7.6672997e+05  1.5157106e+06  2.9974889e+06  5.9301693e+06
  1.7000000e+04  5.3458687e-01  1.0555656e+00  2.0850333e+00  4.1200496e+00  8.1443127e+00  1.6105335e+01  3.1860251e+01  6.3051211e+01  1.2482545e+02  2.4721737e+02  4.8980306e+02  9.7080328e+02  1.9249023e+03  3.8181614e+03  7.5764962e+03  1.5040123e+04  2.9867819e+04  5.9336917e+04  1.1792774e+05  2.3446423e+05  4.6634454e+05  9.2791219e+05  1.8470408e+06  3.6780326e+06  7.3269627e+06
  1.8000000e+04  5.6978029e-01  1.1305041e+00  2.2438381e+00  4.4551894e+00  8.8490514e+00  1.7582626e+01  3.4948437e+01  6.9491113e+01  1.3822568e+02  2.7504675e+02  5.4749860e+02  1.0902310e+03  2.1717674e+03  4.3278041e+03  8.6274317e+03  1.7205022e+04  3.4323281e+04  6.8498682e+04  1.3675255e+05  2.7311680e+05  5.4565856e+05  1.0905684e+06  2.1804394e+06  4.3610793e+06  8.7257436e+06
  1.9000000e+04  6.1703181e-01  1.2276381e+00  2.4433063e+00  4.8644222e+00  9.6879381e+00  1.9300970e+01  3.8465866e+01  7.6686938e+01  1.5293878e+02  3.0511603e+02  6.0892581e+02  1.2156721e+03  2.4278506e+03  4.8504447e+03  9.6938416e+03  1.9380529e+04  3.8760669e+04  7.7548486e+04  1.5520736e+05  3.1074823e+05  6.2239023e+05  1.2470245e+06  2.4994568e+06  5.0115836e+06  1.0052249e+07
  2.0000000e+04  6.5901665e-01  1.3148681e+00  2.6243285e+00  5.2396958e+00  1.0465197e+01  2.0909508e+01  4.1792357e+01  8.3561872e+01  1.6713956e+02  3.3443497e+02  6.6943279e+02  1.3404995e+03  2.6852964e+03  5.3812743e+03  1.0788146e+04  2.1636088e+04  4.3409247e+04  8.7128201e+04  1.7494823e+05  3.5142772e+05  7.0621896e+05  1.4197795e+06  2.8554976e+06  5.7454396e+06  1.1565021e+07
  2.1000000e+04  6.7768869e-01  1.3585927e+00  2.7247322e+00  5.4668360e+00  1.0973068e+01  2.2034443e+01  4.4264967e+01  8.8961971e+01  1.7886976e+02  3.5979884e+02  7.2406063e+02  1.4577547e+03  2.9362314e+03  5.9169013e+03  1.1928847e+04  2.4060496e+04  4.8552812e+04  9.8023383e+04  1.9799405e+05  4.0011366e+05  8.0895612e+05  1.6363583e+06  3.3116555e+06  6.7054286e+06  1.3583882e+07
