#Table Version   6
#[Z/Z_SOLAR]=-2.50 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  3.0000000E+03  4.1225869E+03  4.1200254E+03  4.1196709E+03  4.1198442E+03  4.1199341E+03  4.1199692E+03  4.1187803E+03  4.1173882E+03  4.1195571E+03  4.1037002E+03  4.1037002E+03
  3.2000000E+03  4.5217681E+03  4.3963223E+03  4.3601890E+03  4.3469336E+03  4.3403730E+03  4.3366167E+03  4.3324390E+03  4.3289385E+03  4.3296255E+03  4.3333022E+03  4.3037002E+03
  3.5000000E+03  5.8573164E+03  5.3430527E+03  4.9456870E+03  4.7871021E+03  4.7245645E+03  4.6952168E+03  4.6755552E+03  4.6625640E+03  4.6601724E+03  4.6588755E+03  4.6568657E+03
  3.7500000E+03  6.5560269E+03  6.3268892E+03  5.8866499E+03  5.4166636E+03  5.1711240E+03  5.0630894E+03  5.0032935E+03  4.9686245E+03  4.9571128E+03  4.9498267E+03  4.9446680E+03
  4.0000000E+03  7.0079204E+03  6.8851416E+03  6.7038638E+03  6.3488584E+03  5.8755249E+03  5.5711787E+03  5.4087266E+03  5.3225420E+03  5.2883530E+03  5.2668535E+03  5.2525005E+03
  4.2500000E+03  7.4200894E+03  7.3132344E+03  7.1980322E+03  7.0447124E+03  6.7574419E+03  6.3207617E+03  5.9606943E+03  5.7623472E+03  5.6773369E+03  5.6254004E+03  5.5915601E+03
  4.5000000E+03  7.8270317E+03  7.7222495E+03  7.6163896E+03  7.5052817E+03  7.3687427E+03  7.1427661E+03  6.7215830E+03  6.3485195E+03  6.1621650E+03  6.0497363E+03  5.9784053E+03
  4.7500000E+03  8.2333086E+03  8.1287896E+03  8.0241343E+03  7.9188057E+03  7.8100552E+03  7.6963506E+03  7.4740083E+03  7.1076704E+03  6.7960933E+03  6.5765903E+03  6.4371953E+03
  5.0000000E+03  8.6395000E+03  8.5350156E+03  8.4305127E+03  8.3259248E+03  8.2209004E+03  8.1261025E+03  7.9846934E+03  7.7993057E+03  7.5711426E+03  7.2503750E+03  7.0024053E+03
  5.2500000E+03  9.0456816E+03  8.9412002E+03  8.8367168E+03  8.7322236E+03  8.6276738E+03  8.5353721E+03  8.4067568E+03  8.2805391E+03  8.2260967E+03  8.0290874E+03  7.7085640E+03
  5.5000000E+03  9.4518613E+03  9.3473809E+03  9.2428994E+03  9.1384180E+03  9.0339287E+03  8.9419434E+03  8.8150010E+03  8.6976807E+03  8.6899824E+03  8.6480352E+03  8.4809990E+03
  5.7500000E+03  9.8580410E+03  9.7535605E+03  9.6490801E+03  9.5445996E+03  9.4401182E+03  9.3481729E+03  9.2214414E+03  9.1052754E+03  9.1042910E+03  9.0985342E+03  9.0662588E+03
  6.0000000E+03  1.0264222E+04  1.0159741E+04  1.0055261E+04  9.9507803E+03  9.8462988E+03  9.7543594E+03  9.6276553E+03  9.5116348E+03  9.5115107E+03  9.5107812E+03  9.5064541E+03
