#Table Version   6
#[Z/Z_SOLAR]=-1.00 [A/Fe]= 0.0 A09      | VALID RANGE:  105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105
#Teff(K)| Pgas@  log g =-2.00   log g =-1.50   log g =-1.00   log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00   log g = 6.50   log g = 7.00   log g = 7.50   log g = 8.00   log g = 8.50   log g = 9.00   log g = 9.50   log g =10.00 
  1.2500000e+04  2.7090344e-01  5.3115743e-01  1.0415113e+00  2.0423856e+00  4.0053971e+00  7.8557682e+00  1.5408781e+01  3.0226362e+01  5.9298402e+01  1.1634329e+02  2.2828788e+02  4.4799136e+02  8.7923328e+02  1.7257941e+03  3.3878743e+03  6.6515453e+03  1.3061071e+04  2.5650789e+04  5.0384129e+04  9.8983845e+04  1.9450016e+05  3.8226953e+05  7.5149174e+05  1.4777346e+06  2.9067113e+06
  1.2750000e+04  2.9459063e-01  5.7737638e-01  1.1317089e+00  2.2184341e+00  4.3490560e+00  8.5266933e+00  1.6718760e+01  3.2784299e+01  6.4293462e+01  1.2609781e+02  2.4733687e+02  4.8518977e+02  9.5186819e+02  1.8676067e+03  3.6647014e+03  7.1918003e+03  1.4115099e+04  2.7706337e+04  5.4390748e+04  1.0678833e+05  2.0969009e+05  4.1180362e+05  8.0884245e+05  1.5889243e+06  3.1218547e+06
  1.3000000e+04  3.2576048e-01  6.3871539e-01  1.2524819e+00  2.4563552e+00  4.8180040e+00  9.4514849e+00  1.8543447e+01  3.6386403e+01  7.1407970e+01  1.4015671e+02  2.7513226e+02  5.4016984e+02  1.0606722e+03  2.0830270e+03  4.0914049e+03  8.0373858e+03  1.5791485e+04  3.1031164e+04  6.0987559e+04  1.1988195e+05  2.3568780e+05  4.6343908e+05  9.1142745e+05  1.7927812e+06  3.5270387e+06
  1.4000000e+04  3.6215445e-01  7.1118094e-01  1.3968715e+00  2.7442532e+00  5.3924329e+00  1.0598382e+01  2.0834840e+01  4.0967367e+01  8.0572122e+01  1.5850101e+02  3.1187564e+02  6.1381112e+02  1.2083527e+03  2.3793603e+03  4.6863651e+03  9.2325864e+03  1.8193826e+04  3.5862466e+04  7.0708869e+04  1.3945289e+05  2.7510805e+05  5.4287977e+05  1.0715960e+06  2.1158660e+06  4.1790500e+06
  1.5000000e+04  3.9304228e-01  7.7491048e-01  1.5283001e+00  3.0151799e+00  5.9506993e+00  1.1748319e+01  2.3202739e+01  4.5841770e+01  9.0603519e+01  1.7914029e+02  3.5433089e+02  7.0112488e+02  1.3878914e+03  2.7484793e+03  5.4451466e+03  1.0792202e+04  2.1399184e+04  4.2449674e+04  8.4245147e+04  1.6726774e+05  3.3226127e+05  6.6031463e+05  1.3128928e+06  2.6116699e+06  5.1978227e+06
  1.6000000e+04  4.1005467e-01  8.1406006e-01  1.6168812e+00  3.2129938e+00  6.3878522e+00  1.2706214e+01  2.5286974e+01  5.0350068e+01  1.0030644e+02  1.9993374e+02  3.9872633e+02  7.9560636e+02  1.5883966e+03  3.1729257e+03  6.3416733e+03  1.2682170e+04  2.5376495e+04  5.0806660e+04  1.0178015e+05  2.0401463e+05  4.0918304e+05  8.2117210e+05  1.6489711e+06  3.3132650e+06  6.6613975e+06
  1.7000000e+04  4.1858415e-01  8.3802895e-01  1.6787072e+00  3.3645930e+00  6.7473558e+00  1.3538793e+01  2.7181490e+01  5.4602826e+01  1.0975064e+02  2.2072448e+02  4.4416746e+02  8.9432828e+02  1.8017821e+03  3.6321489e+03  7.3262531e+03  1.4786243e+04  2.9860151e+04  6.0337164e+04  1.2199354e+05  2.4680165e+05  4.9959561e+05  1.0119253e+06  2.0508662e+06  4.1589620e+06  8.4389962e+06
  1.8000000e+04  4.3240878e-01  8.7197494e-01  1.7592960e+00  3.5514037e+00  7.1727911e+00  1.4494527e+01  2.9305439e+01  5.9281793e+01  1.1998413e+02  2.4297191e+02  4.9228708e+02  9.9795540e+02  2.0241109e+03  4.1075987e+03  8.3401181e+03  1.6942861e+04  3.4437486e+04  7.0033517e+04  1.4249834e+05  2.9009655e+05  5.9088582e+05  1.2041819e+06  2.4553155e+06  5.0089688e+06  1.0223842e+07
  1.9000000e+04  4.5682407e-01  9.2554089e-01  1.8760155e+00  3.8042791e+00  7.7179916e+00  1.5665097e+01  3.1809696e+01  6.4622589e+01  1.3134342e+02  2.6707428e+02  5.4332065e+02  1.1058120e+03  2.2516860e+03  4.5870790e+03  9.3490364e+03  1.9063385e+04  3.8889823e+04  7.9373376e+04  1.6207528e+05  3.3110196e+05  6.7672112e+05  1.3837594e+06  2.8308321e+06  5.7938871e+06  1.1863914e+07
  2.0000000e+04  4.8042834e-01  9.7718998e-01  1.9884297e+00  4.0478441e+00  8.2436777e+00  1.6795902e+01  3.4235141e+01  6.9811778e+01  1.4242111e+02  2.9067684e+02  5.9352371e+02  1.2124351e+03  2.4778380e+03  5.0662001e+03  1.0363057e+04  2.1207553e+04  4.3420149e+04  8.8938754e+04  1.8225968e+05  3.7367221e+05  7.6646503e+05  1.5728812e+06  3.2292535e+06  6.6330235e+06  1.3630902e+07
