#Table Version   6
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  3.2000000E+03  7.4829404E+03  7.4812124E+03  7.4604927E+03  7.3128149E+03  6.6275088E+03  5.2632041E+03  4.6648594E+03  4.5780962E+03  4.5665425E+03  4.5645371E+03  4.5640884E+03
  3.5000000E+03  7.7751094E+03  7.7763076E+03  7.7760479E+03  7.7655562E+03  7.6967798E+03  7.3201304E+03  6.1368765E+03  5.1380083E+03  4.9087393E+03  4.8726543E+03  4.8660376E+03
  3.7500000E+03  8.0182144E+03  8.0196270E+03  8.0208682E+03  8.0209067E+03  8.0139326E+03  7.9608828E+03  7.6611528E+03  6.6311445E+03  5.5177671E+03  5.1898301E+03  5.1300098E+03
  4.0000000E+03  8.2612881E+03  8.2627256E+03  8.2641426E+03  8.2654189E+03  8.2658721E+03  8.2574355E+03  8.2038047E+03  7.9743086E+03  7.1037305E+03  5.9182495E+03  5.4822480E+03
  4.2500000E+03  8.5043594E+03  8.5057979E+03  8.5072373E+03  8.5086572E+03  8.5099834E+03  8.5068740E+03  8.4859424E+03  8.4444434E+03  8.2788262E+03  7.5463467E+03  6.3343921E+03
  4.5000000E+03  8.7474287E+03  8.7488691E+03  8.7503096E+03  8.7517471E+03  8.7531738E+03  8.7506904E+03  8.7336445E+03  8.7164453E+03  8.6956641E+03  8.5680732E+03  7.9595430E+03
  4.7500000E+03  8.9904990E+03  8.9919395E+03  8.9933799E+03  8.9948203E+03  8.9962588E+03  8.9938486E+03  8.9772578E+03  8.9629365E+03  8.9604834E+03  8.9447021E+03  8.8460674E+03
  5.0000000E+03  9.2335684E+03  9.2350098E+03  9.2364492E+03  9.2378906E+03  9.2393301E+03  9.2369277E+03  9.2203916E+03  9.2064072E+03  9.2061201E+03  9.2042598E+03  9.1921963E+03
  5.2500000E+03  9.4766387E+03  9.4780791E+03  9.4795195E+03  9.4809600E+03  9.4824004E+03  9.4800000E+03  9.4634697E+03  9.4495234E+03  9.4494893E+03  9.4492715E+03  9.4478516E+03
  5.5000000E+03  9.7197090E+03  9.7211484E+03  9.7225898E+03  9.7240293E+03  9.7254707E+03  9.7230703E+03  9.7065400E+03  9.6925986E+03  9.6925947E+03  9.6925693E+03  9.6924033E+03
  5.7500000E+03  9.9627783E+03  9.9642188E+03  9.9656592E+03  9.9670996E+03  9.9685400E+03  9.9661396E+03  9.9496094E+03  9.9356699E+03  9.9356689E+03  9.9356670E+03  9.9356475E+03
  6.0000000E+03  1.0205849E+04  1.0207289E+04  1.0208729E+04  1.0210170E+04  1.0211610E+04  1.0209210E+04  1.0192680E+04  1.0178740E+04  1.0178740E+04  1.0178740E+04  1.0178737E+04
