#Table Version   6
#[Z/Z_SOLAR]=-1.50 [A/Fe]= 0.0 A09      | VALID RANGE:  105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105
#Teff(K)| Pgas@  log g =-2.00   log g =-1.50   log g =-1.00   log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00   log g = 6.50   log g = 7.00   log g = 7.50   log g = 8.00   log g = 8.50   log g = 9.00   log g = 9.50   log g =10.00 
  2.0000000e+03  5.7444942e+00  1.9292193e+01  6.4790512e+01  2.1759115e+02  7.3075370e+02  2.4541485e+03  8.2419626e+03  2.7679641e+04  9.2958746e+04  3.1219077e+05  1.0484552e+06  3.5211107e+06  1.1825227e+07  3.9713603e+07  1.3337336e+08  4.4791841e+08  1.5042801e+09  5.0519440e+09  1.6966347e+10  5.6979435e+10  1.9135858e+11  6.4265480e+11  2.1582789e+12  7.2483202e+12  2.4342612e+13
  2.1000000e+03  9.9068996e+00  2.9814669e+01  9.0885169e+01  2.8005799e+02  8.7112472e+02  2.7322100e+03  8.6328363e+03  2.7457156e+04  8.7844775e+04  2.8252818e+05  9.1295043e+05  2.9624469e+06  9.6487768e+06  3.1530643e+07  1.0334071e+08  3.3958174e+08  1.1184672e+09  3.6914257e+09  1.2205505e+10  4.0422059e+10  1.3406110e+11  4.4518311e+11  1.4800086e+12  4.9252114e+12  1.6404856e+13
  2.2000000e+03  1.5730612e+01  4.3459227e+01  1.2271333e+02  3.5246514e+02  1.0268996e+03  3.0292603e+03  9.0361834e+03  2.7229864e+04  8.2825586e+04  2.5411705e+05  7.8591188e+05  2.4486403e+06  7.6814364e+06  2.4248995e+07  7.6994151e+07  2.4576739e+08  7.8830510e+08  2.5396893e+09  8.2149988e+09  2.6669306e+10  8.6864441e+10  2.8376535e+11  9.2947227e+11  3.0518093e+12  1.0041932e+13
  2.3000000e+03  2.6147442e+01  6.5152271e+01  1.6853238e+02  4.4820089e+02  1.2180897e+03  3.3702158e+03  9.4696291e+03  2.6975092e+04  7.7804308e+04  2.2700344e+05  6.6942693e+05  1.9939720e+06  5.9953604e+06  1.8186445e+07  5.5627024e+07  1.7147746e+08  5.3246986e+08  1.6647075e+09  5.2375532e+09  1.6575417e+10  5.2741223e+10  1.6865434e+11  5.4178554e+11  1.7477182e+12  5.6594351e+12
  2.4000000e+03  4.6644887e+01  1.0319828e+02  2.4083109e+02  5.8538661e+02  1.4687383e+03  3.7804549e+03  9.9410660e+03  2.6629552e+04  7.2517845e+04  2.0045175e+05  5.6174521e+05  1.5944578e+06  4.5801451e+06  1.3305630e+07  3.9067344e+07  1.1586999e+08  3.4695987e+08  1.0483864e+09  3.1951120e+09  9.8167122e+09  3.0391862e+10  9.4767727e+10  2.9749771e+11  9.3982530e+11  2.9866943e+12
  2.5000000e+03  8.3611393e+01  1.6604295e+02  3.5006022e+02  7.7506769e+02  1.7857631e+03  4.2512101e+03  1.0402606e+04  2.6066349e+04  6.6702026e+04  1.7395198e+05  4.6159255e+05  1.2447049e+06  3.4070856e+06  9.4581742e+06  2.6606679e+07  7.5792725e+07  2.1849807e+08  6.3710338e+08  1.8780104e+09  5.5939329e+09  1.6830422e+10  5.1131053e+10  1.5681088e+11  4.8541647e+11  1.5168153e+12
  2.8000000e+03  1.3673991e+02  2.5121862e+02  4.8847884e+02  9.9795010e+02  2.1269321e+03  4.7000382e+03  1.0715238e+04  2.5107831e+04  6.0296165e+04  1.4808589e+05  3.7133056e+05  9.4939654e+05  2.4721847e+06  6.5498029e+06  1.7640260e+07  4.8258094e+07  1.3400706e+08  3.7751234e+08  1.0784284e+09  3.1231071e+09  9.1681514e+09  2.7286787e+10  8.2381827e+10  2.5256674e+11  7.8772051e+11
  3.0000000e+03  1.9026821e+02  3.3437116e+02  6.1751831e+02  1.1924683e+03  2.3956551e+03  4.9841625e+03  1.0697553e+04  2.3615017e+04  5.3494978e+04  1.2414488e+05  2.9477909e+05  7.1549237e+05  1.7738622e+06  4.4890303e+06  1.1588960e+07  3.0504783e+07  8.1835121e+07  2.2368930e+08  6.2297673e+08  1.7682833e+09  5.1193740e+09  1.5137941e+10  4.5820066e+10  1.4242646e+11  4.5669632e+11
  3.2000000e+03  2.1907070e+02  3.7927634e+02  6.8501159e+02  1.2849666e+03  2.4931721e+03  4.9859783e+03  1.0248800e+04  2.1608739e+04  4.6668402e+04  1.0315789e+05  2.3329485e+05  5.3975798e+05  1.2777084e+06  3.0952165e+06  7.6750730e+06  1.9486175e+07  5.0673023e+07  1.3503868e+08  3.6908197e+08  1.0359013e+09  2.9913151e+09  8.9106623e+09  2.7479026e+10  8.8115475e+10  2.9529830e+11
  3.5000000e+03  2.1162671e+02  3.6960676e+02  6.6894334e+02  1.2486628e+03  2.3941465e+03  4.7003327e+03  9.4273936e+03  1.9289558e+04  4.0237959e+04  8.5573085e+04  1.8564034e+05  4.1122557e+05  9.3140969e+05  2.1603644e+06  5.1399781e+06  1.2565687e+07  3.1619620e+07  8.2045782e+07  2.1995754e+08  6.1063815e+08  1.7601469e+09  5.2843643e+09  1.6582267e+10  5.4587510e+10  1.8915378e+11
  3.7500000e+03  1.7958378e+02  3.2176326e+02  5.9354006e+02  1.1212439e+03  2.1600488e+03  4.2305307e+03  8.4059734e+03  1.6925119e+04  3.4519933e+04  7.1346316e+04  1.4959198e+05  3.1873976e+05  6.9179136e+05  1.5338383e+06  3.4857587e+06  8.1491784e+06  1.9673791e+07  4.9236743e+07  1.2821726e+08  3.4867049e+08  9.9347371e+08  2.9751450e+09  9.3892588e+09  3.1291270e+10  1.1026031e+11
  4.0000000e+03  1.4075812e+02  2.6136238e+02  4.9615729e+02  9.5771087e+02  1.8720327e+03  3.6947725e+03  7.3487207e+03  1.4712959e+04  2.9640648e+04  6.0105478e+04  1.2280783e+05  2.5327840e+05  5.2864354e+05  1.1205854e+06  2.4231724e+06  5.3744151e+06  1.2302360e+07  2.9260470e+07  7.2803334e+07  1.9067717e+08  5.2836076e+08  1.5544569e+09  4.8644130e+09  1.6194652e+10  5.7294015e+10
  4.2500000e+03  1.0526367e+02  2.0338716e+02  3.9895515e+02  7.9048184e+02  1.5762816e+03  3.1550914e+03  6.3276346e+03  1.2700600e+04  2.5498502e+04  5.1204744e+04  1.0291205e+05  2.0726866e+05  4.1919912e+05  8.5404062e+05  1.7604120e+06  3.6932380e+06  7.9469980e+06  1.7705563e+07  4.1285392e+07  1.0186198e+08  2.6844807e+08  7.6044219e+08  2.3205148e+09  7.6162107e+09  2.6777309e+10
  4.5000000e+03  7.5722247e+01  1.5231063e+02  3.0912499e+02  6.3028368e+02  1.2869141e+03  2.6251503e+03  5.3407360e+03  1.0823236e+04  2.1831139e+04  4.3812041e+04  8.7485311e+04  1.7392099e+05  3.4464751e+05  6.8219146e+05  1.3531769e+06  2.7029196e+06  5.4754339e+06  1.1361548e+07  2.4471016e+07  5.5599534e+07  1.3553420e+08  3.5944100e+08  1.0443376e+09  3.3199832e+09  1.1463528e+10
  4.7500000e+03  5.2221815e+01  1.0928918e+02  2.2965365e+02  4.8272390e+02  1.0121042e+03  2.1120917e+03  4.3795991e+03  9.0122241e+03  1.8386239e+04  3.7165540e+04  7.4410919e+04  1.4757005e+05  2.9002091e+05  5.6543212e+05  1.0955912e+06  2.1161297e+06  4.0940326e+06  7.9939254e+06  1.5937449e+07  3.3001324e+07  7.2603269e+07  1.7405428e+08  4.6407708e+08  1.3863535e+09  4.6064758e+09
  5.0000000e+03  3.4579443e+01  7.5233376e+01  1.6367998e+02  3.5492291e+02  7.6511696e+02  1.6365156e+03  3.4676537e+03  7.2701645e+03  1.5067375e+04  3.0847275e+04  6.2357132e+04  1.2443862e+05  2.4516047e+05  4.7702536e+05  9.1746693e+05  1.7467986e+06  3.3005851e+06  6.2153638e+06  1.1747732e+07  2.2554343e+07  4.4844938e+07  9.5045583e+07  2.2250084e+08  5.9302082e+08  1.8162304e+09
  5.2500000e+03  2.2267580e+01  5.0257508e+01  1.1299548e+02  2.5236513e+02  5.5869424e+02  1.2239819e+03  2.6501564e+03  5.6654014e+03  1.1948801e+04  2.4849280e+04  5.0937810e+04  1.0290105e+05  2.0485371e+05  4.0196354e+05  7.7771995e+05  1.4847911e+06  2.8004669e+06  5.2284583e+06  9.6948777e+06  1.7958393e+07  3.3580138e+07  6.4575661e+07  1.3175223e+08  2.9807386e+08  7.8131907e+08
