#Table Version   6
#[Z/Z_SOLAR]=-0.75 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  1.5000000e+03  9.2186512e+05  4.5011735e+06  2.1977795e+07  1.0731057e+08  5.2396329e+08  2.5583457e+09  1.2491587e+10  6.0992435e+10  2.9780661e+11  1.4540948e+12  7.0998812e+12
  1.6000000e+03  6.4972469e+05  3.0195828e+06  1.4033452e+07  6.5220192e+07  3.0310956e+08  1.4086957e+09  6.5468859e+09  3.0426524e+10  1.4140667e+11  6.5718474e+11  3.0542532e+12
  1.7000000e+03  4.6774112e+05  2.0753081e+06  9.2078790e+06  4.0854193e+07  1.8126488e+08  8.0424929e+08  3.5683522e+09  1.5832327e+10  7.0246027e+10  3.1167272e+11  1.3828524e+12
  1.8000000e+03  3.4311678e+05  1.4572363e+06  6.1889646e+06  2.6284881e+07  1.1163337e+08  4.7411322e+08  2.0135855e+09  8.5518112e+09  3.6320024e+10  1.5425319e+11  6.5512198e+11
  1.9000000e+03  2.5595034e+05  1.0429937e+06  4.2501831e+06  1.7319430e+07  7.0576410e+07  2.8759778e+08  1.1719565e+09  4.7757046e+09  1.9460922e+10  7.9302957e+10  3.2315832e+11
  2.0000000e+03  1.9382059e+05  7.5942581e+05  2.9755744e+06  1.1658865e+07  4.5681642e+07  1.7898934e+08  7.0131417e+08  2.7478819e+09  1.0766722e+10  4.2186060e+10  1.6529298e+11
  2.1000000e+03  1.4877742e+05  5.6158247e+05  2.1197765e+06  8.0014112e+06  3.0202515e+07  1.1400388e+08  4.3032458e+08  1.6243241e+09  6.1312525e+09  2.3143323e+10  8.7357912e+10
  2.2000000e+03  1.1561617e+05  4.2115344e+05  1.5341299e+06  5.5883539e+06  2.0356620e+07  7.4152782e+07  2.7011533e+08  9.8394540e+08  3.5842045e+09  1.3056133e+10  4.7559396e+10
  2.3000000e+03  9.0859273e+04  3.1990674e+05  1.1263608e+06  3.9658079e+06  1.3963227e+07  4.9163177e+07  1.7309881e+08  6.0946422e+08  2.1458648e+09  7.5553831e+09  2.6601776e+10
  2.4000000e+03  7.2139724e+04  2.4586096e+05  8.3792410e+05  2.8557474e+06  9.7327348e+06  3.3170345e+07  1.1304858e+08  3.8528331e+08  1.3130924e+09  4.4751789e+09  1.5251955e+10
  2.5000000e+03  5.7818981e+04  1.9099578e+05  6.3092409e+05  2.0841571e+06  6.8846804e+06  2.2742443e+07  7.5126033e+07  2.4816686e+08  8.1977964e+08  2.7080112e+09  8.9454831e+09
  2.8000000e+03  3.1280202e+04  9.4748676e+04  2.8699660e+05  8.6932137e+05  2.6332007e+06  7.9760444e+06  2.4159679e+07  7.3180399e+07  2.2166564e+08  6.7143191e+08  2.0337875e+09
  3.0000000e+03  2.1520136e+04  6.1834093e+04  1.7766872e+05  5.1049791e+05  1.4668205e+06  4.2146348e+06  1.2109966e+07  3.4795728e+07  9.9979029e+07  2.8727108e+08  8.2541981e+08
  3.2000000e+03  1.6058358e+04  4.3772643e+04  1.1931757e+05  3.2524158e+05  8.8655912e+05  2.4166255e+06  6.5873538e+06  1.7956126e+07  4.8945670e+07  1.3341846e+08  3.6367845e+08
  3.5000000e+03  1.2527690e+04  2.9240044e+04  7.0040138e+04  1.7217811e+05  4.3438104e+05  1.1246716e+06  2.9884266e+06  8.1493210e+06  2.2806688e+07  6.5503572e+07  1.9307664e+08
  3.7500000e+03  1.0677823e+04  2.1920128e+04  4.7313517e+04  1.0737648e+05  2.5622110e+05  6.4283927e+05  1.6957886e+06  4.7035178e+06  1.3716891e+07  4.2060105e+07  1.3560222e+08
  4.0000000e+03  8.7850939e+03  1.7125390e+04  3.5088394e+04  7.5564091e+04  1.7103949e+05  4.0691742e+05  1.0175251e+06  2.6743173e+06  7.3877076e+06  2.1450401e+07  6.5462124e+07
  4.2500000e+03  6.8502118e+03  1.3745277e+04  2.8353348e+04  6.0125205e+04  1.3107207e+05  2.9374139e+05  6.7673945e+05  1.6027996e+06  3.9024586e+06  9.7678453e+06  2.5133942e+07
  4.5000000e+03  5.4457963e+03  1.1120858e+04  2.3088313e+04  4.8732990e+04  1.0457573e+05  2.2814751e+05  5.0603149e+05  1.1410806e+06  2.6159660e+06  6.0971213e+06  1.4447562e+07
  4.7500000e+03  4.3579902e+03  8.9838923e+03  1.8743570e+04  3.9577607e+04  8.4577773e+04  1.8292473e+05  4.0040370e+05  8.8701957e+05  1.9887390e+06  4.5126523e+06  1.0363237e+07
  5.0000000e+03  3.4201942e+03  7.1422205e+03  1.5047256e+04  3.1983277e+04  6.8585163e+04  1.4838123e+05  3.2386898e+05  7.1318352e+05  1.5844365e+06  3.5513211e+06  8.0305747e+06
  5.2500000e+03  2.5689560e+03  5.4906878e+03  1.1792190e+04  2.5448361e+04  5.5185222e+04  1.2024953e+05  2.6329441e+05  5.7929198e+05  1.2807106e+06  2.8451302e+06  6.3511286e+06
  5.5000000e+03  1.8257033e+03  4.0316645e+03  8.9049167e+03  1.9672820e+04  4.3470500e+04  9.6075785e+04  2.1238533e+05  4.6959815e+05  1.0385311e+06  2.2972270e+06  5.0825260e+06
  5.7500000e+03  1.3021736e+03  2.9299703e+03  6.5886800e+03  1.4807253e+04  3.3257640e+04  7.4653338e+04  1.6747420e+05  3.7548056e+05  8.4133288e+05  1.8840358e+06  4.2164921e+06
