#Table Version   6
#[Z/Z_SOLAR]=-5.00 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  2.0000000E+03  2.9126001E+03  2.9126001E+03  2.9126001E+03  2.9126001E+03  2.9126001E+03  2.9126001E+03  2.9126001E+03  2.9126001E+03  2.9126001E+03  2.9126001E+03  2.9126001E+03
  2.1000000E+03  3.0412571E+03  3.0126001E+03  3.0126001E+03  3.0126001E+03  3.0126001E+03  3.0126001E+03  3.0126001E+03  3.0126001E+03  3.0126001E+03  3.0126001E+03  3.0126001E+03
  2.2000000E+03  3.1438213E+03  3.1244819E+03  3.1126001E+03  3.1126001E+03  3.1126001E+03  3.1126001E+03  3.1126001E+03  3.1126001E+03  3.1126001E+03  3.1126001E+03  3.1126001E+03
  2.3000000E+03  3.2541521E+03  3.2279272E+03  3.2181038E+03  3.2126001E+03  3.2126001E+03  3.2126001E+03  3.2126001E+03  3.2126001E+03  3.2126001E+03  3.2126001E+03  3.2126001E+03
  2.4000000E+03  3.3650410E+03  3.3322200E+03  3.3199497E+03  3.3153318E+03  3.3126001E+03  3.3126001E+03  3.3126001E+03  3.3126001E+03  3.3126001E+03  3.3126001E+03  3.3126001E+03
  2.5000000E+03  3.4789519E+03  3.4375522E+03  3.4223284E+03  3.4163691E+03  3.4140208E+03  3.4126001E+03  3.4126001E+03  3.4126001E+03  3.4126001E+03  3.4126001E+03  3.4126001E+03
  2.8000000E+03  3.8420781E+03  3.7691401E+03  3.7375034E+03  3.7235010E+03  3.7172915E+03  3.7145784E+03  3.7133706E+03  3.7128416E+03  3.7127554E+03  3.7126001E+03  3.7126001E+03
  3.0000000E+03  4.1110566E+03  4.0074807E+03  3.9580298E+03  3.9340361E+03  3.9224653E+03  3.9171545E+03  3.9144961E+03  3.9133828E+03  3.9129878E+03  3.9127891E+03  3.9126907E+03
  3.2000000E+03  4.4138281E+03  4.2700117E+03  4.1941562E+03  4.1539844E+03  4.1330488E+03  4.1226914E+03  4.1171895E+03  4.1146289E+03  4.1136279E+03  4.1131094E+03  4.1128535E+03
  3.5000000E+03  4.9673979E+03  4.7429678E+03  4.6046392E+03  4.5209780E+03  4.4718301E+03  4.4446836E+03  4.4287700E+03  4.4205396E+03  4.4169258E+03  4.4149053E+03  4.4138008E+03
  3.7500000E+03  5.5722622E+03  5.2663149E+03  5.0483574E+03  4.8999077E+03  4.8032266E+03  4.7446626E+03  4.7073081E+03  4.6863052E+03  4.6762363E+03  4.6702480E+03  4.6667861E+03
  4.0000000E+03  6.3541328E+03  5.9875708E+03  5.6717900E+03  5.4229771E+03  5.2406187E+03  5.1186694E+03  5.0335454E+03  4.9815107E+03  4.9544688E+03  4.9373438E+03  4.9268394E+03
  4.2500000E+03  7.1697549E+03  6.8809390E+03  6.5456294E+03  6.2048569E+03  5.9011396E+03  5.6667563E+03  5.4824019E+03  5.3583936E+03  5.2884658E+03  5.2410352E+03  5.2100762E+03
  4.5000000E+03  7.7415737E+03  7.5838481E+03  7.3894092E+03  7.1417915E+03  6.8394390E+03  6.5269927E+03  6.2048662E+03  5.9451665E+03  5.7797671E+03  5.6556455E+03  5.5679209E+03
  4.7500000E+03  8.1850103E+03  8.0615181E+03  7.9316309E+03  7.7889463E+03  7.6223823E+03  7.4414800E+03  7.1693667E+03  6.8634468E+03  6.6127949E+03  6.3628311E+03  6.1486069E+03
  5.0000000E+03  8.6060176E+03  8.4873779E+03  8.3678965E+03  8.2466426E+03  8.1217329E+03  8.0168135E+03  7.8562207E+03  7.6833911E+03  7.5752734E+03  7.3954634E+03  7.1435903E+03
  5.2500000E+03  9.0240713E+03  8.9060518E+03  8.7879258E+03  8.6695732E+03  8.5507461E+03  8.4585859E+03  8.3226006E+03  8.1960459E+03  8.1782363E+03  8.1412617E+03  8.0678350E+03
  5.5000000E+03  9.4417539E+03  9.3238125E+03  9.2058564E+03  9.0878740E+03  8.9698301E+03  8.8793477E+03  8.7467510E+03  8.6271201E+03  8.6247832E+03  8.6197559E+03  8.6090361E+03
  5.7500000E+03  9.8593906E+03  9.7414580E+03  9.6235244E+03  9.5055879E+03  9.3876426E+03  9.2973730E+03  9.1652109E+03  9.0464795E+03  9.0461826E+03  9.0455439E+03  9.0441670E+03
  6.0000000E+03  1.0277021E+04  1.0159091E+04  1.0041161E+04  9.9232285E+03  9.8052969E+03  9.7150537E+03  9.5829463E+03  9.4643281E+03  9.4642910E+03  9.4642109E+03  9.4640391E+03
