#Table Version   6
#[Z/Z_SOLAR]=-7.00 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  1.8000000E+03  2.6811001E+03  2.6811001E+03  2.6811001E+03  2.6811001E+03  2.6811001E+03  2.6811001E+03  2.6811001E+03  2.6811001E+03  2.6811001E+03  2.6811001E+03  2.6811001E+03
  1.9000000E+03  2.7811001E+03  2.7811001E+03  2.7811001E+03  2.7811001E+03  2.7811001E+03  2.7811001E+03  2.7811001E+03  2.7811001E+03  2.7811001E+03  2.7811001E+03  2.7811001E+03
  2.0000000E+03  2.8811001E+03  2.8811001E+03  2.8811001E+03  2.8811001E+03  2.8811001E+03  2.8811001E+03  2.8811001E+03  2.8811001E+03  2.8811001E+03  2.8811001E+03  2.8811001E+03
  2.1000000E+03  2.9811001E+03  2.9811001E+03  2.9811001E+03  2.9811001E+03  2.9811001E+03  2.9811001E+03  2.9811001E+03  2.9811001E+03  2.9811001E+03  2.9811001E+03  2.9811001E+03
  2.2000000E+03  3.1252424E+03  3.0982900E+03  3.0811001E+03  3.0811001E+03  3.0811001E+03  3.0811001E+03  3.0811001E+03  3.0811001E+03  3.0811001E+03  3.0811001E+03  3.0811001E+03
  2.3000000E+03  3.2347268E+03  3.1998833E+03  3.1891316E+03  3.1811001E+03  3.1811001E+03  3.1811001E+03  3.1811001E+03  3.1811001E+03  3.1811001E+03  3.1811001E+03  3.1811001E+03
  2.4000000E+03  3.3505237E+03  3.3069309E+03  3.2899331E+03  3.2850947E+03  3.2811001E+03  3.2811001E+03  3.2811001E+03  3.2811001E+03  3.2811001E+03  3.2811001E+03  3.2811001E+03
  2.5000000E+03  3.4657300E+03  3.4145413E+03  3.3938572E+03  3.3865164E+03  3.3831736E+03  3.3811001E+03  3.3811001E+03  3.3811001E+03  3.3811001E+03  3.3811001E+03  3.3811001E+03
  2.8000000E+03  3.8382476E+03  3.7515991E+03  3.7131252E+03  3.6953589E+03  3.6873789E+03  3.6838491E+03  3.6821841E+03  3.6815623E+03  3.6813208E+03  3.6811001E+03  3.6811001E+03
  3.0000000E+03  4.1141836E+03  3.9954241E+03  3.9372583E+03  3.9082168E+03  3.8939099E+03  3.8871899E+03  3.8837249E+03  3.8822249E+03  3.8816309E+03  3.8813582E+03  3.8812231E+03
  3.2000000E+03  4.4235107E+03  4.2642739E+03  4.1783145E+03  4.1316899E+03  4.1067505E+03  4.0941118E+03  4.0872026E+03  4.0838933E+03  4.0825637E+03  4.0818589E+03  4.0814927E+03
  3.5000000E+03  4.9818965E+03  4.7462026E+03  4.5981885E+03  4.5066748E+03  4.4515708E+03  4.4203408E+03  4.4014829E+03  4.3914453E+03  4.3869019E+03  4.3842817E+03  4.3828047E+03
  3.7500000E+03  5.5784517E+03  5.2707974E+03  5.0486450E+03  4.8942778E+03  4.7912651E+03  4.7272456E+03  4.6851167E+03  4.6607104E+03  4.6486641E+03  4.6412656E+03  4.6368462E+03
  4.0000000E+03  6.3358481E+03  5.9779521E+03  5.6697217E+03  5.4235181E+03  5.2390303E+03  5.1125283E+03  5.0212715E+03  4.9637339E+03  4.9329551E+03  4.9127759E+03  4.8999561E+03
  4.2500000E+03  7.1457104E+03  6.8547236E+03  6.5274214E+03  6.1993950E+03  5.9053184E+03  5.6744082E+03  5.4868164E+03  5.3566055E+03  5.2810698E+03  5.2278843E+03  5.1918159E+03
  4.5000000E+03  7.7338667E+03  7.5719175E+03  7.3745732E+03  7.1292407E+03  6.8369331E+03  6.5391265E+03  6.2272012E+03  5.9695786E+03  5.8014443E+03  5.6698931E+03  5.5728398E+03
  4.7500000E+03  8.1819541E+03  8.0571953E+03  7.9259644E+03  7.7824390E+03  7.6171069E+03  7.4427002E+03  7.1845620E+03  6.8983452E+03  6.6664966E+03  6.4247310E+03  6.2059683E+03
  5.0000000E+03  8.6038252E+03  8.4844570E+03  8.3642305E+03  8.2422832E+03  8.1169619E+03  8.0127769E+03  7.8554487E+03  7.6919917E+03  7.6018784E+03  7.4519634E+03  7.2348179E+03
  5.2500000E+03  9.0222070E+03  8.9035293E+03  8.7847422E+03  8.6657344E+03  8.5462881E+03  8.4538770E+03  8.3182627E+03  8.1942803E+03  8.1799287E+03  8.1512988E+03  8.0960552E+03
  5.5000000E+03  9.4401514E+03  9.3215586E+03  9.2029531E+03  9.0843193E+03  8.9656299E+03  8.8747656E+03  8.7421299E+03  8.6239668E+03  8.6220928E+03  8.6182520E+03  8.6104326E+03
  5.7500000E+03  9.8580381E+03  9.7394580E+03  9.6208740E+03  9.5022881E+03  9.3836934E+03  9.2930254E+03  9.1607705E+03  9.0433613E+03  9.0431240E+03  9.0426367E+03  9.0416377E+03
  6.0000000E+03  1.0275919E+04  1.0157340E+04  1.0038760E+04  9.9201787E+03  9.8015967E+03  9.7109531E+03  9.5787461E+03  9.4614326E+03  9.4614023E+03  9.4613408E+03  9.4612168E+03
