#Table Version   6
#[Z/Z_SOLAR]=-0.25 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  2.8000000e+03  1.5040308e+04  4.3356001e+04  1.2498034e+05  3.6027505e+05  1.0385482e+06  2.9937750e+06  8.6300169e+06  2.4877351e+07  7.1712790e+07  2.0672314e+08  5.9591126e+08
  3.0000000e+03  1.1827935e+04  3.1837032e+04  8.5695149e+04  2.3066404e+05  6.2087412e+05  1.6711954e+06  4.4983255e+06  1.2108059e+07  3.2591039e+07  8.7724694e+07  2.3612693e+08
  3.2000000e+03  9.5967792e+03  2.4562189e+04  6.2864959e+04  1.6089784e+05  4.1180515e+05  1.0539824e+06  2.6975836e+06  6.9042495e+06  1.7670874e+07  4.5227190e+07  1.1575538e+08
  3.5000000e+03  8.8523750e+03  1.8314079e+04  3.9767484e+04  9.0633539e+04  2.1680412e+05  5.4433206e+05  1.4344257e+06  3.9674366e+06  1.1517539e+07  3.5093540e+07  1.1223090e+08
  3.7500000e+03  7.4100089e+03  1.4503734e+04  2.9896029e+04  6.4896277e+04  1.4835379e+05  3.5714957e+05  9.0547027e+05  2.4175243e+06  6.7973575e+06  2.0127135e+07  6.2761947e+07
  4.0000000e+03  5.9630802e+03  1.1677489e+04  2.3769955e+04  5.0292973e+04  1.1060794e+05  2.5285139e+05  6.0082011e+05  1.4839649e+06  3.8098058e+06  1.0166749e+07  2.8200801e+07
  4.2500000e+03  4.7150117e+03  9.5148095e+03  1.9600325e+04  4.1216615e+04  8.8476357e+04  1.9387776e+05  4.3368523e+05  9.9030077e+05  2.3083703e+06  5.4927481e+06  1.3341964e+07
  4.5000000e+03  3.8400882e+03  7.8280260e+03  1.6180626e+04  3.3913325e+04  7.2073799e+04  1.5531609e+05  3.3938098e+05  7.5195271e+05  1.6893730e+06  3.8485097e+06  8.8897921e+06
  4.7500000e+03  3.1657359e+03  6.4740652e+03  1.3396025e+04  2.8046028e+04  5.9410507e+04  1.2733613e+05  2.7614461e+05  6.0592375e+05  1.3452280e+06  3.0218319e+06  6.8681728e+06
  5.0000000e+03  2.5908292e+03  5.3305684e+03  1.1078898e+04  2.3259904e+04  4.9329598e+04  1.0568066e+05  2.2870297e+05  4.9996128e+05  1.1040513e+06  2.4628072e+06  5.5495772e+06
  5.2500000e+03  2.0637043e+03  4.3090522e+03  9.0638502e+03  1.9206153e+04  4.0998195e+04  8.8162884e+04  1.9098688e+05  4.1679066e+05  9.1628190e+05  2.0292565e+06  4.5273228e+06
  5.5000000e+03  1.6258932e+03  3.4391791e+03  7.3167862e+03  1.5656285e+04  3.3694568e+04  7.2934644e+04  1.5878542e+05  3.4768840e+05  7.6572455e+05  1.6961246e+06  3.7787287e+06
  5.7500000e+03  1.1554428e+03  2.5475782e+03  5.6141563e+03  1.2365718e+04  2.7222753e+04  5.9899422e+04  1.3173194e+05  2.8955923e+05  6.3615304e+05  1.3968947e+06  3.0657985e+06
  6.0000000e+03  8.0122938e+02  1.8397778e+03  4.1995692e+03  9.5296068e+03  2.1496912e+04  4.8206770e+04  1.0746594e+05  2.3815765e+05  5.2467345e+05  1.1490647e+06  2.5016743e+06
#Teff(K)|    T@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00
  1.5000000E+03  2.7302429E+03  2.7302009E+03  2.7302002E+03  2.7302002E+03  2.7302002E+03  2.7302002E+03  2.7302002E+03  2.7302002E+03  2.7302002E+03  2.7302002E+03  2.7302002E+03
  1.6000000E+03  2.8304346E+03  2.8302041E+03  2.8302004E+03  2.8302002E+03  2.8302002E+03  2.8302002E+03  2.8302002E+03  2.8302002E+03  2.8302002E+03  2.8302002E+03  2.8302002E+03
  1.7000000E+03  2.9314714E+03  2.9302219E+03  2.9302007E+03  2.9302002E+03  2.9302002E+03  2.9302002E+03  2.9302002E+03  2.9302002E+03  2.9302002E+03  2.9302002E+03  2.9302002E+03
  1.8000000E+03  3.0368745E+03  3.0303196E+03  3.0302021E+03  3.0302002E+03  3.0302002E+03  3.0302002E+03  3.0302004E+03  3.0302002E+03  3.0302002E+03  3.0302002E+03  3.0302002E+03
  1.9000000E+03  3.1628264E+03  3.1308518E+03  3.1302112E+03  3.1302004E+03  3.1302002E+03  3.1302002E+03  3.1302004E+03  3.1302004E+03  3.1302002E+03  3.1302002E+03  3.1302002E+03
  2.0000000E+03  3.3681418E+03  3.2336765E+03  3.2302610E+03  3.2302012E+03  3.2302004E+03  3.2302004E+03  3.2302007E+03  3.2302009E+03  3.2302014E+03  3.2302002E+03  3.2302002E+03
  2.1000000E+03  3.7830015E+03  3.3477983E+03  3.3305330E+03  3.3302056E+03  3.3302012E+03  3.3302012E+03  3.3302014E+03  3.3302019E+03  3.3302029E+03  3.3302002E+03  3.3302002E+03
  2.2000000E+03  4.4838179E+03  3.5099250E+03  3.4319966E+03  3.4302310E+03  3.4302043E+03  3.4302036E+03  3.4302034E+03  3.4302039E+03  3.4302048E+03  3.4302002E+03  3.4302002E+03
  2.3000000E+03  5.2755518E+03  3.8235610E+03  3.5395322E+03  3.5303699E+03  3.5302188E+03  3.5302112E+03  3.5302090E+03  3.5302087E+03  3.5302090E+03  3.5302090E+03  3.5302002E+03
  2.4000000E+03  5.8942471E+03  4.4174932E+03  3.6748022E+03  3.6311233E+03  3.6302817E+03  3.6302368E+03  3.6302241E+03  3.6302197E+03  3.6302180E+03  3.6302197E+03  3.6302002E+03
  2.5000000E+03  6.2881226E+03  5.2110298E+03  3.9108945E+03  3.7350864E+03  3.7305566E+03  3.7303206E+03  3.7302644E+03  3.7302449E+03  3.7302375E+03  3.7302324E+03  3.7302383E+03
  2.8000000E+03  6.8286196E+03  6.6881934E+03  5.9027578E+03  4.4004121E+03  4.0572898E+03  4.0344270E+03  4.0314285E+03  4.0307446E+03  4.0305198E+03  4.0304250E+03  4.0303796E+03
  3.0000000E+03  7.0512681E+03  7.0199897E+03  6.8286870E+03  5.8526045E+03  4.5586045E+03  4.2733110E+03  4.2389434E+03  4.2330781E+03  4.2315425E+03  4.2309863E+03  4.2307373E+03
  3.2000000E+03  7.2600732E+03  7.2494292E+03  7.2080581E+03  6.9484888E+03  5.9199302E+03  4.7815093E+03  4.4907266E+03  4.4453691E+03  4.4358320E+03  4.4329541E+03  4.4318325E+03
  3.5000000E+03  7.5693008E+03  7.5628882E+03  7.5540903E+03  7.5268477E+03  7.3878228E+03  6.7535850E+03  5.4988042E+03  4.9050850E+03  4.7783403E+03  4.7482310E+03  4.7388042E+03
  3.7500000E+03  7.8265166E+03  7.8204146E+03  7.8140317E+03  7.8054634E+03  7.7830273E+03  7.6719531E+03  7.1502412E+03  5.9649473E+03  5.2558228E+03  5.0660767E+03  5.0145352E+03
  4.0000000E+03  8.0836919E+03  8.0776260E+03  8.0715278E+03  8.0651719E+03  8.0571748E+03  8.0314102E+03  7.9316079E+03  7.5058599E+03  6.4247964E+03  5.6230464E+03  5.3665635E+03
  4.2500000E+03  8.3408623E+03  8.3348008E+03  8.3287363E+03  8.3226406E+03  8.3163516E+03  8.3010508E+03  8.2662744E+03  8.1825361E+03  7.8546299E+03  6.8666729E+03  6.0011831E+03
  4.5000000E+03  8.5980322E+03  8.5919717E+03  8.5859102E+03  8.5798457E+03  8.5737588E+03  8.5596934E+03  8.5328340E+03  8.4996279E+03  8.4537939E+03  8.1832915E+03  7.2893516E+03
  4.7500000E+03  8.8552021E+03  8.8491416E+03  8.8430811E+03  8.8370195E+03  8.8309570E+03  8.8170381E+03  8.7911123E+03  8.7640244E+03  8.7585127E+03  8.7215547E+03  8.4969424E+03
  5.0000000E+03  9.1123721E+03  9.1063115E+03  9.1002510E+03  9.0941904E+03  9.0881289E+03  9.0742275E+03  9.0484121E+03  9.0220469E+03  9.0213975E+03  9.0169668E+03  8.9868457E+03
  5.2500000E+03  9.3695420E+03  9.3634814E+03  9.3574209E+03  9.3513604E+03  9.3452998E+03  9.3313994E+03  9.3055977E+03  9.2793174E+03  9.2792402E+03  9.2787188E+03  9.2751162E+03
  5.5000000E+03  9.6267119E+03  9.6206514E+03  9.6145908E+03  9.6085303E+03  9.6024697E+03  9.5885703E+03  9.5627686E+03  9.5364980E+03  9.5364893E+03  9.5364277E+03  9.5360029E+03
  5.7500000E+03  9.8838818E+03  9.8778213E+03  9.8717607E+03  9.8657002E+03  9.8596396E+03  9.8457402E+03  9.8199395E+03  9.7936689E+03  9.7936680E+03  9.7936611E+03  9.7936113E+03
  6.0000000E+03  1.0141053E+04  1.0134992E+04  1.0128932E+04  1.0122871E+04  1.0116811E+04  1.0102910E+04  1.0077109E+04  1.0050840E+04  1.0050839E+04  1.0050839E+04  1.0050833E+04
