#Table Version   6
#[Z/Z_SOLAR]=-1.75 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  1.5000000E+03  2.5432002E+03  2.5432002E+03  2.5432002E+03  2.5432002E+03  2.5432002E+03  2.5432002E+03  2.5432002E+03  2.5432002E+03  2.5432002E+03  2.5432002E+03  2.5432002E+03
  1.6000000E+03  2.6432002E+03  2.6432002E+03  2.6432002E+03  2.6432002E+03  2.6432002E+03  2.6432002E+03  2.6432002E+03  2.6432002E+03  2.6432002E+03  2.6432002E+03  2.6432002E+03
  1.7000000E+03  2.7432004E+03  2.7432002E+03  2.7432002E+03  2.7432002E+03  2.7432002E+03  2.7432002E+03  2.7432002E+03  2.7432002E+03  2.7432002E+03  2.7432002E+03  2.7432002E+03
  1.8000000E+03  2.8432009E+03  2.8432002E+03  2.8432002E+03  2.8432002E+03  2.8432002E+03  2.8432017E+03  2.8432002E+03  2.8432002E+03  2.8432002E+03  2.8432002E+03  2.8432002E+03
  1.9000000E+03  2.9432043E+03  2.9432002E+03  2.9432002E+03  2.9432002E+03  2.9432002E+03  2.9432029E+03  2.9432002E+03  2.9432002E+03  2.9432002E+03  2.9432002E+03  2.9432002E+03
  2.0000000E+03  3.0432239E+03  3.0432004E+03  3.0432002E+03  3.0432002E+03  3.0432004E+03  3.0432058E+03  3.0433037E+03  3.0432002E+03  3.0432002E+03  3.0432002E+03  3.0432002E+03
  2.1000000E+03  3.1433364E+03  3.1432021E+03  3.1432002E+03  3.1432002E+03  3.1432004E+03  3.1432109E+03  3.1433137E+03  3.1432002E+03  3.1432002E+03  3.1432002E+03  3.1432002E+03
  2.2000000E+03  3.2439690E+03  3.2432117E+03  3.2432002E+03  3.2432002E+03  3.2432007E+03  3.2432217E+03  3.2434128E+03  3.2432002E+03  3.2432002E+03  3.2432002E+03  3.2432002E+03
  2.3000000E+03  3.3473655E+03  3.3432659E+03  3.3432012E+03  3.3432002E+03  3.3432019E+03  3.3432437E+03  3.3435496E+03  3.3447083E+03  3.3432002E+03  3.3432002E+03  3.3432002E+03
  2.4000000E+03  3.4639094E+03  3.4435747E+03  3.4432056E+03  3.4432004E+03  3.4432048E+03  3.4432878E+03  3.4437827E+03  3.4452842E+03  3.4432002E+03  3.4432002E+03  3.4432002E+03
  2.5000000E+03  3.6301931E+03  3.5452705E+03  3.5432319E+03  3.5432007E+03  3.5432141E+03  3.5433760E+03  3.5441628E+03  3.5462900E+03  3.5523494E+03  3.5432002E+03  3.5432002E+03
  2.8000000E+03  4.8346133E+03  4.0223354E+03  3.8486541E+03  3.8432876E+03  3.8435391E+03  3.8445874E+03  3.8472861E+03  3.8524187E+03  3.8620532E+03  3.8766074E+03  3.8432002E+03
  3.0000000E+03  5.5082134E+03  4.9028643E+03  4.1518770E+03  4.0459163E+03  4.0460059E+03  4.0486340E+03  4.0537729E+03  4.0618530E+03  4.0758115E+03  4.0956506E+03  4.1230205E+03
  3.2000000E+03  5.9084521E+03  5.6816367E+03  4.9499248E+03  4.3054399E+03  4.2656963E+03  4.2642715E+03  4.2702920E+03  4.2805845E+03  4.2987168E+03  4.3223276E+03  4.3512339E+03
  3.5000000E+03  6.3880234E+03  6.2960796E+03  6.1176094E+03  5.5073208E+03  4.9054116E+03  4.6972837E+03  4.6524302E+03  4.6474170E+03  4.6645488E+03  4.6899800E+03  4.7214541E+03
  3.7500000E+03  6.7711196E+03  6.6910664E+03  6.5993853E+03  6.4224639E+03  6.0368857E+03  5.4457144E+03  5.1314370E+03  5.0345303E+03  5.0230054E+03  5.0360425E+03  5.0614150E+03
  4.0000000E+03  7.1526665E+03  7.0741255E+03  6.9941099E+03  6.9026978E+03  6.7721270E+03  6.4709937E+03  5.9470356E+03  5.5886655E+03  5.4737603E+03  5.4411895E+03  5.4436445E+03
  4.2500000E+03  7.5340190E+03  7.4556685E+03  7.3771323E+03  7.2971538E+03  7.2119902E+03  7.0835801E+03  6.8371729E+03  6.3988354E+03  6.0846328E+03  5.9397300E+03  5.8862954E+03
  4.5000000E+03  7.9153477E+03  7.8370200E+03  7.7586694E+03  7.6801382E+03  7.6009526E+03  7.5007979E+03  7.3736870E+03  7.1736382E+03  6.8823115E+03  6.5773809E+03  6.4151416E+03
  4.7500000E+03  8.2966738E+03  8.2183486E+03  8.1400210E+03  8.0616709E+03  7.9832393E+03  7.8867607E+03  7.7782173E+03  7.6628774E+03  7.5858911E+03  7.3435288E+03  7.0588311E+03
  5.0000000E+03  8.6779980E+03  8.5996738E+03  8.5213486E+03  8.4430225E+03  8.3646836E+03  8.2686680E+03  8.1625229E+03  8.0599482E+03  8.0488877E+03  7.9889888E+03  7.7870605E+03
  5.2500000E+03  9.0593223E+03  8.9809980E+03  8.9026738E+03  8.8243496E+03  8.7460234E+03  8.6500654E+03  8.5442217E+03  8.4432881E+03  8.4418828E+03  8.4334238E+03  8.3860488E+03
  5.5000000E+03  9.4406475E+03  9.3623232E+03  9.2839990E+03  9.2056748E+03  9.1273506E+03  9.0313994E+03  8.9255928E+03  8.8248643E+03  8.8246895E+03  8.8236191E+03  8.8170225E+03
  5.7500000E+03  9.8219727E+03  9.7436484E+03  9.6653242E+03  9.5870000E+03  9.5086758E+03  9.4127246E+03  9.3069238E+03  9.2062217E+03  9.2061992E+03  9.2060674E+03  9.2052363E+03
  6.0000000E+03  1.0203297E+04  1.0124973E+04  1.0046648E+04  9.9683242E+03  9.8900000E+03  9.7940498E+03  9.6882480E+03  9.5875488E+03  9.5875459E+03  9.5875303E+03  9.5874268E+03
