#Table Version   6
#[Z/Z_SOLAR]=-3.00 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  5.0000000e+03  4.9718887e+03  1.1599583e+04  2.7011442e+04  6.2782359e+04  1.4565049e+05  3.3726454e+05  7.7949598e+05  1.7982146e+06  4.1405078e+06  9.5159060e+06  2.1828863e+07
  5.2500000e+03  3.2601666e+03  7.6002512e+03  1.7689871e+04  4.1108344e+04  9.5377047e+04  2.2093592e+05  5.1097233e+05  1.1798778e+06  2.7201022e+06  6.2609756e+06  1.4388230e+07
  5.5000000e+03  2.1892292e+03  5.0947804e+03  1.1853668e+04  2.7572306e+04  6.4118960e+04  1.4907091e+05  3.4649136e+05  8.0516512e+05  1.8705553e+06  4.3445941e+06  1.0088368e+07
  5.7500000e+03  1.5173429e+03  3.5197386e+03  8.1749502e+03  1.9011126e+04  4.4266845e+04  1.0320419e+05  2.4091515e+05  5.6309141e+05  1.3177764e+06  3.0878240e+06  7.2445496e+06
  6.0000000e+03  1.0407760e+03  2.4366775e+03  5.7057428e+03  1.3362867e+04  3.1301160e+04  7.3332171e+04  1.7183118e+05  4.0270104e+05  9.4392360e+05  2.2129126e+06  5.1887771e+06
#Teff(K)|    T@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00
  1.5000000E+03  2.6435000E+03  2.6435000E+03  2.6435000E+03  2.6435000E+03  2.6435000E+03  2.6435000E+03  2.6435000E+03  2.6435000E+03  2.6435000E+03  2.6435000E+03  2.6435000E+03
  1.6000000E+03  2.7435000E+03  2.7435000E+03  2.7435000E+03  2.7435000E+03  2.7435000E+03  2.7435000E+03  2.7435000E+03  2.7435000E+03  2.7435000E+03  2.7435000E+03  2.7435000E+03
  1.7000000E+03  2.8435000E+03  2.8435000E+03  2.8435000E+03  2.8435000E+03  2.8435000E+03  2.8435000E+03  2.8435000E+03  2.8435000E+03  2.8435000E+03  2.8435000E+03  2.8435000E+03
  1.8000000E+03  2.9435000E+03  2.9435000E+03  2.9435000E+03  2.9435000E+03  2.9435000E+03  2.9435000E+03  2.9435000E+03  2.9435000E+03  2.9435000E+03  2.9435000E+03  2.9435000E+03
  1.9000000E+03  3.0556836E+03  3.0435000E+03  3.0435000E+03  3.0435000E+03  3.0435000E+03  3.0435000E+03  3.0435000E+03  3.0435000E+03  3.0435000E+03  3.0435000E+03  3.0435000E+03
  2.0000000E+03  3.1574043E+03  3.1435000E+03  3.1435000E+03  3.1435000E+03  3.1435000E+03  3.1435000E+03  3.1435000E+03  3.1435000E+03  3.1435000E+03  3.1435000E+03  3.1435000E+03
  2.1000000E+03  3.2631733E+03  3.2497039E+03  3.2435000E+03  3.2435000E+03  3.2435000E+03  3.2435000E+03  3.2435000E+03  3.2435000E+03  3.2435000E+03  3.2435000E+03  3.2435000E+03
  2.2000000E+03  3.3695869E+03  3.3527830E+03  3.3466035E+03  3.3435000E+03  3.3435000E+03  3.3435000E+03  3.3435000E+03  3.3435000E+03  3.3435000E+03  3.3435000E+03  3.3435000E+03
  2.3000000E+03  3.4780393E+03  3.4558672E+03  3.4478501E+03  3.4451587E+03  3.4435000E+03  3.4435000E+03  3.4435000E+03  3.4435000E+03  3.4435000E+03  3.4435000E+03  3.4435000E+03
  2.4000000E+03  3.5885583E+03  3.5607261E+03  3.5502273E+03  3.5459106E+03  3.5444226E+03  3.5435000E+03  3.5435000E+03  3.5435000E+03  3.5435000E+03  3.5435000E+03  3.5435000E+03
  2.5000000E+03  3.7019922E+03  3.6670288E+03  3.6528555E+03  3.6471797E+03  3.6448926E+03  3.6440647E+03  3.6435000E+03  3.6435000E+03  3.6435000E+03  3.6435000E+03  3.6435000E+03
  2.8000000E+03  4.0669080E+03  4.0000767E+03  3.9692302E+03  3.9549194E+03  3.9483853E+03  3.9455391E+03  3.9442070E+03  3.9437202E+03  3.9435000E+03  3.9435000E+03  3.9435000E+03
  3.0000000E+03  4.3422725E+03  4.2426182E+03  4.1920757E+03  4.1666147E+03  4.1540933E+03  4.1483208E+03  4.1454409E+03  4.1442324E+03  4.1438779E+03  4.1436719E+03  4.1435000E+03
  3.2000000E+03  4.6597090E+03  4.5145044E+03  4.4334839E+03  4.3892651E+03  4.3659146E+03  4.3543564E+03  4.3482422E+03  4.3454902E+03  4.3445034E+03  4.3440093E+03  4.3437329E+03
  3.5000000E+03  5.2649419E+03  5.0222876E+03  4.8643828E+03  4.7668892E+03  4.7095967E+03  4.6782686E+03  4.6602734E+03  4.6512983E+03  4.6476328E+03  4.6456357E+03  4.6445718E+03
  3.7500000E+03  5.9494277E+03  5.6104678E+03  5.3500352E+03  5.1688687E+03  5.0518018E+03  4.9822974E+03  4.9394521E+03  4.9164604E+03  4.9061812E+03  4.9003159E+03  4.8970732E+03
  4.0000000E+03  6.7398325E+03  6.4026826E+03  6.0466245E+03  5.7406963E+03  5.5137788E+03  5.3650771E+03  5.2659414E+03  5.2087271E+03  5.1810654E+03  5.1645137E+03  5.1549375E+03
  4.2500000E+03  7.3440000E+03  7.1589258E+03  6.8976099E+03  6.5606260E+03  6.2111118E+03  5.9275591E+03  5.7109116E+03  5.5737188E+03  5.5019414E+03  5.4566528E+03  5.4291982E+03
  4.5000000E+03  7.7935132E+03  7.6704331E+03  7.5286748E+03  7.3444990E+03  7.0862134E+03  6.7681597E+03  6.4081372E+03  6.1203633E+03  5.9477466E+03  5.8290898E+03  5.7527148E+03
  4.7500000E+03  8.2113691E+03  8.0980942E+03  7.9822065E+03  7.8593882E+03  7.7190977E+03  7.5603008E+03  7.2909683E+03  6.9580312E+03  6.6741875E+03  6.4141875E+03  6.2186553E+03
  5.0000000E+03  8.6249082E+03  8.5129131E+03  8.4005830E+03  8.2873418E+03  8.1716694E+03  8.0719995E+03  7.9144990E+03  7.7324746E+03  7.5883252E+03  7.3350176E+03  7.0141382E+03
  5.2500000E+03  9.0378975E+03  8.9260645E+03  8.8141895E+03  8.7021982E+03  8.5898955E+03  8.4992656E+03  8.3641660E+03  8.2346602E+03  8.2091191E+03  8.1436567E+03  7.9945518E+03
  5.5000000E+03  9.4508164E+03  9.3390049E+03  9.2271865E+03  9.1153535E+03  9.0034824E+03  8.9140303E+03  8.7819824E+03  8.6603965E+03  8.6569922E+03  8.6476260E+03  8.6223809E+03
  5.7500000E+03  9.8637275E+03  9.7519180E+03  9.6401074E+03  9.5282959E+03  9.4164785E+03  9.3271758E+03  9.1955195E+03  9.0749688E+03  9.0745342E+03  9.0733301E+03  9.0700059E+03
  6.0000000E+03  1.0276639E+04  1.0164828E+04  1.0053019E+04  9.9412090E+03  9.8293984E+03  9.7401162E+03  9.6085098E+03  9.4880898E+03  9.4880352E+03  9.4878828E+03  9.4874619E+03
