#Table Version   6
#[Z/Z_SOLAR]=-2.00 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  4.0000000e+03  1.9647700e+04  4.2001755e+04  9.4076609e+04  2.2077728e+05  5.4285718e+05  1.3985413e+06  3.7750570e+06  1.0676533e+07  3.1637011e+07  9.8224348e+07  3.1952244e+08
  4.2500000e+03  1.5095070e+04  3.0814234e+04  6.5680402e+04  1.4618015e+05  3.3971067e+05  8.2432438e+05  2.0886000e+06  5.5256145e+06  1.5264201e+07  4.4028686e+07  1.3260673e+08
  4.5000000e+03  1.0783596e+04  2.2567040e+04  4.8412952e+04  1.0646933e+05  2.4002885e+05  5.5472578e+05  1.3142236e+06  3.1918034e+06  7.9465568e+06  2.0281396e+07  5.3063106e+07
  4.7500000e+03  7.2431993e+03  1.5845741e+04  3.4961454e+04  7.7796712e+04  1.7459339e+05  3.9517475e+05  9.0208067e+05  2.0768082e+06  4.8221666e+06  1.1292311e+07  2.6669711e+07
  5.0000000e+03  4.7365348e+03  1.0703064e+04  2.4203545e+04  5.4773850e+04  1.2404835e+05  2.8114617e+05  6.3767117e+05  1.4473876e+06  3.2877315e+06  7.4736245e+06  1.7001595e+07
  5.2500000e+03  3.1402563e+03  7.1888719e+03  1.6451892e+04  3.7638338e+04  8.6080442e+04  1.9680585e+05  4.4981195e+05  1.0277404e+06  2.3474446e+06  5.3600240e+06  1.2234820e+07
  5.5000000e+03  2.1101736e+03  4.8632969e+03  1.1210554e+04  2.5846815e+04  5.9603350e+04  1.3747318e+05  3.1713851e+05  7.3175156e+05  1.6887370e+06  3.8980199e+06  8.9993213e+06
  5.7500000e+03  1.4652310e+03  3.3760065e+03  7.7924406e+03  1.8018422e+04  4.1738136e+04  9.6855073e+04  2.2515663e+05  5.2434862e+05  1.2232876e+06  2.8589728e+06  6.6936736e+06
  6.0000000e+03  1.0002167e+03  2.3358628e+03  5.4560339e+03  1.2746274e+04  2.9782827e+04  6.9602533e+04  1.6268992e+05  3.8034062e+05  8.8932654e+05  2.0798224e+06  4.8648308e+06
#Teff(K)|    T@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00
  1.5000000E+03  2.5507998E+03  2.5507998E+03  2.5507998E+03  2.5507998E+03  2.5507998E+03  2.5507998E+03  2.5507998E+03  2.5507998E+03  2.5507998E+03  2.5507998E+03  2.5507998E+03
  1.6000000E+03  2.6507998E+03  2.6507998E+03  2.6507998E+03  2.6507998E+03  2.6507998E+03  2.6507998E+03  2.6507998E+03  2.6507998E+03  2.6507998E+03  2.6507998E+03  2.6507998E+03
  1.7000000E+03  2.7507998E+03  2.7507998E+03  2.7507998E+03  2.7507998E+03  2.7507998E+03  2.7507998E+03  2.7507998E+03  2.7507998E+03  2.7507998E+03  2.7507998E+03  2.7507998E+03
  1.8000000E+03  2.8508000E+03  2.8507998E+03  2.8507998E+03  2.8507998E+03  2.8508000E+03  2.8507998E+03  2.8507998E+03  2.8507998E+03  2.8507998E+03  2.8507998E+03  2.8507998E+03
  1.9000000E+03  2.9508015E+03  2.9507998E+03  2.9507998E+03  2.9507998E+03  2.9508003E+03  2.9507998E+03  2.9507998E+03  2.9507998E+03  2.9507998E+03  2.9507998E+03  2.9507998E+03
  2.0000000E+03  3.0508093E+03  3.0507998E+03  3.0507998E+03  3.0507998E+03  3.0508013E+03  3.0508442E+03  3.0507998E+03  3.0507998E+03  3.0507998E+03  3.0507998E+03  3.0507998E+03
  2.1000000E+03  3.1508562E+03  3.1508003E+03  3.1507998E+03  3.1507998E+03  3.1508030E+03  3.1508721E+03  3.1507998E+03  3.1507998E+03  3.1507998E+03  3.1507998E+03  3.1507998E+03
  2.2000000E+03  3.2511238E+03  3.2508027E+03  3.2507998E+03  3.2507998E+03  3.2508069E+03  3.2509443E+03  3.2518298E+03  3.2507998E+03  3.2507998E+03  3.2507998E+03  3.2507998E+03
  2.3000000E+03  3.3526101E+03  3.3508174E+03  3.3508000E+03  3.3508000E+03  3.3508162E+03  3.3510498E+03  3.3519619E+03  3.3507998E+03  3.3507998E+03  3.3507998E+03  3.3507998E+03
  2.4000000E+03  3.4602986E+03  3.4509014E+03  3.4508008E+03  3.4508005E+03  3.4508364E+03  3.4512234E+03  3.4527012E+03  3.4507998E+03  3.4507998E+03  3.4507998E+03  3.4507998E+03
  2.5000000E+03  3.5946387E+03  3.5513789E+03  3.5508052E+03  3.5508022E+03  3.5508823E+03  3.5515276E+03  3.5536191E+03  3.5584370E+03  3.5507998E+03  3.5507998E+03  3.5507998E+03
  2.8000000E+03  4.6306934E+03  3.9210247E+03  3.8518269E+03  3.8509548E+03  3.8517122E+03  3.8543152E+03  3.8598770E+03  3.8686338E+03  3.8839927E+03  3.8507998E+03  3.8507998E+03
  3.0000000E+03  5.3705518E+03  4.6014541E+03  4.0777878E+03  4.0530898E+03  4.0552480E+03  4.0606519E+03  4.0697275E+03  4.0821387E+03  4.1021133E+03  4.1352393E+03  4.0507998E+03
  3.2000000E+03  5.8094277E+03  5.4776064E+03  4.5803501E+03  4.2814458E+03  4.2721445E+03  4.2780552E+03  4.2896733E+03  4.3050581E+03  4.3309902E+03  4.3621221E+03  4.2507998E+03
  3.5000000E+03  6.3104268E+03  6.1947446E+03  5.9004780E+03  5.1456846E+03  4.7546040E+03  4.6732686E+03  4.6625278E+03  4.6709814E+03  4.6995957E+03  4.7345132E+03  4.7752393E+03
  3.7500000E+03  6.7054404E+03  6.6105107E+03  6.4896187E+03  6.2164443E+03  5.6556455E+03  5.2067876E+03  5.0650234E+03  5.0293916E+03  5.0454380E+03  5.0754111E+03  5.1126396E+03
  4.0000000E+03  7.0983130E+03  7.0060640E+03  6.9104634E+03  6.7925840E+03  6.5810225E+03  6.1047212E+03  5.6549370E+03  5.4789946E+03  5.4475605E+03  5.4553687E+03  5.4811855E+03
  4.2500000E+03  7.4909121E+03  7.3990039E+03  7.3066709E+03  7.2114639E+03  7.1026338E+03  6.9165767E+03  6.4931411E+03  6.0838447E+03  5.9366084E+03  5.8902236E+03  5.8878496E+03
  4.5000000E+03  7.8834775E+03  7.7916118E+03  7.6996929E+03  7.6074106E+03  7.5133745E+03  7.4066914E+03  7.2174243E+03  6.8551367E+03  6.5525488E+03  6.4013267E+03  6.3442881E+03
  4.7500000E+03  8.2760381E+03  8.1841777E+03  8.0923110E+03  8.0003984E+03  7.9082646E+03  7.8129204E+03  7.6870200E+03  7.5172461E+03  7.2858188E+03  7.0128315E+03  6.8648813E+03
  5.0000000E+03  8.6685977E+03  8.5767383E+03  8.4848779E+03  8.3930117E+03  8.3011182E+03  8.2072295E+03  8.0903984E+03  7.9736396E+03  7.9165127E+03  7.7084595E+03  7.4641318E+03
  5.2500000E+03  9.0611582E+03  8.9692988E+03  8.8774395E+03  8.7855791E+03  8.6937158E+03  8.6000078E+03  8.4843408E+03  8.3752207E+03  8.3670908E+03  8.3137637E+03  8.1252334E+03
  5.5000000E+03  9.4537178E+03  9.3618584E+03  9.2699990E+03  9.1781396E+03  9.0862803E+03  8.9925957E+03  8.8770752E+03  8.7689346E+03  8.7678994E+03  8.7602354E+03  8.7096279E+03
  5.7500000E+03  9.8462783E+03  9.7544189E+03  9.6625596E+03  9.5707002E+03  9.4788408E+03  9.3851592E+03  9.2696572E+03  9.1616396E+03  9.1615098E+03  9.1605361E+03  9.1531641E+03
  6.0000000E+03  1.0238838E+04  1.0146979E+04  1.0055119E+04  9.9632598E+03  9.8714004E+03  9.7777197E+03  9.6622197E+03  9.5542168E+03  9.5542012E+03  9.5540791E+03  9.5531445E+03
