#Table Version   6
#[Z/Z_SOLAR]=-3.50 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  4.0000000e+03  3.4141446e+04  9.1675968e+04  2.4616659e+05  6.6100189e+05  1.7749098e+06  4.7659546e+06  1.2797452e+07  3.4363476e+07  9.2272160e+07  2.4776747e+08  6.6530055e+08
  4.2500000e+03  2.3159331e+04  5.2071632e+04  1.2169311e+05  2.9561088e+05  7.4638767e+05  1.9588362e+06  5.3434460e+06  1.5150757e+07  4.4651586e+07  1.3678203e+08  4.3552275e+08
  4.5000000e+03  1.3772890e+04  3.0582404e+04  6.9747295e+04  1.6337753e+05  3.9306688e+05  9.7129196e+05  2.4651442e+06  6.4260494e+06  1.7205012e+07  4.7312415e+07  1.3363014e+08
  4.7500000e+03  8.0818286e+03  1.8657472e+04  4.3298120e+04  1.0100860e+05  2.3687583e+05  5.5841390e+05  1.3233197e+06  3.1524368e+06  7.5492028e+06  1.8173094e+07  4.3977417e+07
  5.0000000e+03  5.0220613e+03  1.1779680e+04  2.7558528e+04  6.4305724e+04  1.4966295e+05  3.4741619e+05  8.0437185e+05  1.8575253e+06  4.2784227e+06  9.8288726e+06  2.2521369e+07
  5.2500000e+03  3.2885474e+03  7.6931670e+03  1.7959544e+04  4.1838349e+04  9.7261922e+04  2.2563177e+05  5.2233211e+05  1.2066527e+06  2.7816785e+06  6.3991262e+06  1.4690057e+07
  5.5000000e+03  2.2071211e+03  5.1484874e+03  1.2002231e+04  2.7962320e+04  6.5104837e+04  1.5148937e+05  3.5227347e+05  8.1866564e+05  1.9013499e+06  4.4131266e+06  1.0236691e+07
  5.7500000e+03  1.5298185e+03  3.5545330e+03  8.2669369e+03  1.9245362e+04  4.4846336e+04  1.0460375e+05  2.4422321e+05  5.7075014e+05  1.3351330e+06  3.1262407e+06  7.3272283e+06
  6.0000000e+03  1.0400623e+03  2.4468641e+03  5.7515500e+03  1.3507797e+04  3.1696313e+04  7.4311760e+04  1.7407280e+05  4.0740736e+05  9.5268954e+05  2.2258634e+06  5.1960125e+06
#Teff(K)|    T@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00
  1.5000000E+03  2.7050000E+03  2.7050000E+03  2.7050000E+03  2.7050000E+03  2.7050000E+03  2.7050000E+03  2.7050000E+03  2.7050000E+03  2.7050000E+03  2.7050000E+03  2.7050000E+03
  1.6000000E+03  2.8050000E+03  2.8050000E+03  2.8050000E+03  2.8050000E+03  2.8050000E+03  2.8050000E+03  2.8050000E+03  2.8050000E+03  2.8050000E+03  2.8050000E+03  2.8050000E+03
  1.7000000E+03  2.9050000E+03  2.9050000E+03  2.9050000E+03  2.9050000E+03  2.9050000E+03  2.9050000E+03  2.9050000E+03  2.9050000E+03  2.9050000E+03  2.9050000E+03  2.9050000E+03
  1.8000000E+03  3.0050000E+03  3.0050000E+03  3.0050000E+03  3.0050000E+03  3.0050000E+03  3.0050000E+03  3.0050000E+03  3.0050000E+03  3.0050000E+03  3.0050000E+03  3.0050000E+03
  1.9000000E+03  3.1050000E+03  3.1050000E+03  3.1050000E+03  3.1050000E+03  3.1050000E+03  3.1050000E+03  3.1050000E+03  3.1050000E+03  3.1050000E+03  3.1050000E+03  3.1050000E+03
  2.0000000E+03  3.2050000E+03  3.2050000E+03  3.2050000E+03  3.2050000E+03  3.2050000E+03  3.2050000E+03  3.2050000E+03  3.2050000E+03  3.2050000E+03  3.2050000E+03  3.2050000E+03
  2.1000000E+03  3.3338740E+03  3.3050000E+03  3.3050000E+03  3.3050000E+03  3.3050000E+03  3.3050000E+03  3.3050000E+03  3.3050000E+03  3.3050000E+03  3.3050000E+03  3.3050000E+03
  2.2000000E+03  3.4417178E+03  3.4109238E+03  3.4059783E+03  3.4050000E+03  3.4050000E+03  3.4050000E+03  3.4050000E+03  3.4050000E+03  3.4050000E+03  3.4050000E+03  3.4050000E+03
  2.3000000E+03  3.5527351E+03  3.5139575E+03  3.5061782E+03  3.5051833E+03  3.5050000E+03  3.5050000E+03  3.5050000E+03  3.5050000E+03  3.5050000E+03  3.5050000E+03  3.5050000E+03
  2.4000000E+03  3.6659451E+03  3.6170356E+03  3.6069915E+03  3.6053047E+03  3.6050327E+03  3.6050000E+03  3.6050000E+03  3.6050000E+03  3.6050000E+03  3.6050000E+03  3.6050000E+03
  2.5000000E+03  3.7821750E+03  3.7215784E+03  3.7080286E+03  3.7054878E+03  3.7050605E+03  3.7050063E+03  3.7050000E+03  3.7050000E+03  3.7050000E+03  3.7050000E+03  3.7050000E+03
  2.8000000E+03  4.1534570E+03  4.0465210E+03  4.0149766E+03  4.0070530E+03  4.0053538E+03  4.0050559E+03  4.0050061E+03  4.0050005E+03  4.0050000E+03  4.0050000E+03  4.0050000E+03
  3.0000000E+03  4.4287451E+03  4.2786587E+03  4.2259824E+03  4.2101499E+03  4.2060820E+03  4.2052026E+03  4.2050293E+03  4.2050034E+03  4.2050005E+03  4.2050000E+03  4.2050000E+03
  3.2000000E+03  4.7371758E+03  4.5332188E+03  4.4480278E+03  4.4175234E+03  4.4081504E+03  4.4057085E+03  4.4051270E+03  4.4050195E+03  4.4050034E+03  4.4050005E+03  4.4050000E+03
  3.5000000E+03  5.2926562E+03  4.9916533E+03  4.8272812E+03  4.7505303E+03  4.7197583E+03  4.7092808E+03  4.7060205E+03  4.7052119E+03  4.7050459E+03  4.7050088E+03  4.7050015E+03
  3.7500000E+03  5.8813066E+03  5.5031899E+03  5.2398589E+03  5.0846641E+03  5.0065879E+03  4.9733643E+03  4.9604502E+03  4.9564175E+03  4.9553740E+03  4.9550869E+03  4.9550181E+03
  4.0000000E+03  6.5993232E+03  6.2103579E+03  5.8454082E+03  5.5629048E+03  5.3799746E+03  5.2813867E+03  5.2330454E+03  5.2140518E+03  5.2078975E+03  5.2058159E+03  5.2052021E+03
  4.2500000E+03  7.2779185E+03  7.0299458E+03  6.7064160E+03  6.3412939E+03  6.0033887E+03  5.7549575E+03  5.5926914E+03  5.5103179E+03  5.4765898E+03  5.4624004E+03  5.4572300E+03
  4.5000000E+03  7.7723203E+03  7.6317617E+03  7.4614175E+03  7.2395156E+03  6.9490664E+03  6.6206055E+03  6.2705210E+03  6.0043433E+03  5.8534307E+03  5.7684893E+03  5.7285962E+03
  4.7500000E+03  8.2001104E+03  8.0811343E+03  7.9575850E+03  7.8242798E+03  7.6713750E+03  7.5067373E+03  7.2459058E+03  6.9361680E+03  6.6585439E+03  6.3796499E+03  6.1684937E+03
  5.0000000E+03  8.6174766E+03  8.5014365E+03  8.3847998E+03  8.2668477E+03  8.1460762E+03  8.0454839E+03  7.8897773E+03  7.7250127E+03  7.6283223E+03  7.4524834E+03  7.1812124E+03
  5.2500000E+03  9.0334824E+03  8.9178184E+03  8.8020771E+03  8.6861680E+03  8.5698936E+03  8.4791367E+03  8.3430801E+03  8.2169980E+03  8.2022256E+03  8.1705640E+03  8.1050210E+03
  5.5000000E+03  9.4493174E+03  9.3337002E+03  9.2180742E+03  9.1024258E+03  8.9867305E+03  8.8972627E+03  8.7638682E+03  8.6433389E+03  8.6414043E+03  8.6371621E+03  8.6279609E+03
  5.7500000E+03  9.8651299E+03  9.7495186E+03  9.6339072E+03  9.5182910E+03  9.4026709E+03  9.3133672E+03  9.1803164E+03  9.0605107E+03  9.0602646E+03  9.0597207E+03  9.0585361E+03
  6.0000000E+03  1.0280941E+04  1.0165330E+04  1.0049720E+04  9.9341094E+03  9.8184980E+03  9.7292148E+03  9.5962080E+03  9.4764951E+03  9.4764639E+03  9.4763955E+03  9.4762451E+03
