#Table Version   6
#[Z/Z_SOLAR]= 0.25 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  1.6000000E+03  4.9880796E+03  3.8452549E+03  3.3042683E+03  3.2117910E+03  3.2070574E+03  3.2070000E+03  3.2070000E+03  3.2070000E+03  3.2070000E+03  3.2070000E+03  3.2070000E+03
  1.7000000E+03  5.2096987E+03  4.0585007E+03  3.4393367E+03  3.3149167E+03  3.3071213E+03  3.3070002E+03  3.3070000E+03  3.3070000E+03  3.3070000E+03  3.3070000E+03  3.3070000E+03
  1.8000000E+03  5.4391958E+03  4.2917310E+03  3.5870391E+03  3.4200801E+03  3.4072561E+03  3.4070010E+03  3.4070000E+03  3.4070000E+03  3.4070000E+03  3.4070000E+03  3.4070000E+03
  1.9000000E+03  5.6764614E+03  4.5482910E+03  3.7519175E+03  3.5286150E+03  3.5075420E+03  3.5070029E+03  3.5070000E+03  3.5070000E+03  3.5070000E+03  3.5070000E+03  3.5070000E+03
  2.0000000E+03  5.9204497E+03  4.8317725E+03  3.9400779E+03  3.6427158E+03  3.6081453E+03  3.6070083E+03  3.6070000E+03  3.6070000E+03  3.6070000E+03  3.6070000E+03  3.6070000E+03
  2.1000000E+03  6.1679712E+03  5.1454453E+03  4.1596714E+03  3.7659980E+03  3.7094214E+03  3.7070237E+03  3.7070000E+03  3.7070000E+03  3.7070000E+03  3.7070000E+03  3.7070000E+03
  2.2000000E+03  6.4116509E+03  5.4906875E+03  4.4212627E+03  3.9044014E+03  3.8121177E+03  3.8070671E+03  3.8070002E+03  3.8070000E+03  3.8070000E+03  3.8070000E+03  3.8070000E+03
  2.3000000E+03  6.6385029E+03  5.8631846E+03  4.7375776E+03  4.0675791E+03  3.9178115E+03  3.9071919E+03  3.9070007E+03  3.9070000E+03  3.9070000E+03  3.9070000E+03  3.9070000E+03
  2.4000000E+03  6.8338867E+03  6.2461475E+03  5.1210781E+03  4.2708892E+03  4.0298137E+03  4.0075471E+03  4.0070029E+03  4.0070000E+03  4.0070000E+03  4.0070000E+03  4.0070000E+03
  2.5000000E+03  6.9920254E+03  6.6055269E+03  5.5757490E+03  4.5374722E+03  4.1550137E+03  4.1085586E+03  4.1070112E+03  4.1070000E+03  4.1070000E+03  4.1070000E+03  4.1070000E+03
  2.8000000E+03  7.3308906E+03  7.2830493E+03  6.9716865E+03  5.9631758E+03  4.8212783E+03  4.4421323E+03  4.4077397E+03  4.4070063E+03  4.4070005E+03  4.4070000E+03  4.4070000E+03
  3.0000000E+03  7.5222827E+03  7.5151875E+03  7.4467578E+03  7.0575156E+03  5.9155220E+03  4.8552251E+03  4.6186953E+03  4.6071982E+03  4.6070107E+03  4.6070005E+03  4.6070000E+03
  3.2000000E+03  7.7099160E+03  7.7105972E+03  7.6996685E+03  7.6145562E+03  7.1675435E+03  5.9360635E+03  4.9595356E+03  4.8126479E+03  4.8073262E+03  4.8070181E+03  4.8070010E+03
  3.5000000E+03  7.9902847E+03  7.9925542E+03  7.9939331E+03  7.9893438E+03  7.9483813E+03  7.7145444E+03  6.8005054E+03  5.5154355E+03  5.1505820E+03  5.1098657E+03  5.1071626E+03
  3.7500000E+03  8.2237969E+03  8.2261816E+03  8.2284629E+03  8.2300449E+03  8.2272871E+03  8.1996631E+03  8.0275918E+03  7.3646514E+03  6.2060679E+03  5.4922070E+03  5.3675024E+03
  4.0000000E+03  8.4572979E+03  8.4596973E+03  8.4620840E+03  8.4643887E+03  8.4661855E+03  8.4653945E+03  8.4368975E+03  8.3281963E+03  7.9676421E+03  7.0136689E+03  5.9650137E+03
  4.2500000E+03  8.6907988E+03  8.6931982E+03  8.6955977E+03  8.6979873E+03  8.7003174E+03  8.7026973E+03  8.6921123E+03  8.6720312E+03  8.6230537E+03  8.4260723E+03  7.7788818E+03
  4.5000000E+03  8.9242988E+03  8.9266992E+03  8.9290986E+03  8.9314980E+03  8.9338906E+03  8.9366416E+03  8.9281621E+03  8.9188359E+03  8.9130166E+03  8.8881553E+03  8.7847793E+03
  4.7500000E+03  9.1577988E+03  9.1601992E+03  9.1625996E+03  9.1649990E+03  9.1673994E+03  9.1701924E+03  9.1619609E+03  9.1538945E+03  9.1532139E+03  9.1502861E+03  9.1377334E+03
  5.0000000E+03  9.3912988E+03  9.3936992E+03  9.3960996E+03  9.3985000E+03  9.4008994E+03  9.4036992E+03  9.3954951E+03  9.3875752E+03  9.3874961E+03  9.3871543E+03  9.3856826E+03
  5.2500000E+03  9.6247988E+03  9.6271992E+03  9.6295996E+03  9.6320000E+03  9.6344004E+03  9.6372002E+03  9.6289990E+03  9.6210977E+03  9.6210879E+03  9.6210469E+03  9.6208770E+03
  5.5000000E+03  9.8582988E+03  9.8606992E+03  9.8630996E+03  9.8655000E+03  9.8679004E+03  9.8707002E+03  9.8625000E+03  9.8545996E+03  9.8545977E+03  9.8545938E+03  9.8545732E+03
  5.7500000E+03  1.0091799E+04  1.0094199E+04  1.0096600E+04  1.0099000E+04  1.0101400E+04  1.0104200E+04  1.0096000E+04  1.0088100E+04  1.0088100E+04  1.0088100E+04  1.0088097E+04
  6.0000000E+03  1.0325299E+04  1.0327699E+04  1.0330100E+04  1.0332500E+04  1.0334900E+04  1.0337700E+04  1.0329500E+04  1.0321600E+04  1.0321600E+04  1.0321600E+04  1.0321600E+04
