#Table Version   6
#[Z/Z_SOLAR]=-1.50 [A/Fe]= 0.0 A09     | VALID RANGE:   25  25  25  25  25  25  25  25  25  25  25
#Teff(K)| Pgas@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  6.0000000e+03  9.6953098e+02  2.2552099e+03  5.2454302e+03  1.2199558e+04  2.8371086e+04  6.5974584e+04  1.5340737e+05  3.5668484e+05  8.2926231e+05  1.9278270e+06  4.4813932e+06
#Teff(K)|    T@  log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00
  1.5000000E+03  2.5422002E+03  2.5422002E+03  2.5422002E+03  2.5422002E+03  2.5422002E+03  2.5422002E+03  2.5422002E+03  2.5422002E+03  2.5422002E+03  2.5422002E+03  2.5422002E+03
  1.6000000E+03  2.6422002E+03  2.6422002E+03  2.6422002E+03  2.6422002E+03  2.6422002E+03  2.6422002E+03  2.6422002E+03  2.6422002E+03  2.6422002E+03  2.6422002E+03  2.6422002E+03
  1.7000000E+03  2.7422004E+03  2.7422002E+03  2.7422002E+03  2.7422002E+03  2.7422002E+03  2.7422002E+03  2.7422002E+03  2.7422002E+03  2.7422002E+03  2.7422002E+03  2.7422002E+03
  1.8000000E+03  2.8422019E+03  2.8422002E+03  2.8422002E+03  2.8422002E+03  2.8422002E+03  2.8422002E+03  2.8422002E+03  2.8422002E+03  2.8422002E+03  2.8422002E+03  2.8422002E+03
  1.9000000E+03  2.9422100E+03  2.9422004E+03  2.9422002E+03  2.9422002E+03  2.9422002E+03  2.9422002E+03  2.9422017E+03  2.9422002E+03  2.9422002E+03  2.9422002E+03  2.9422002E+03
  2.0000000E+03  3.0422563E+03  3.0422014E+03  3.0422002E+03  3.0422002E+03  3.0422002E+03  3.0422004E+03  3.0422026E+03  3.0422002E+03  3.0422002E+03  3.0422002E+03  3.0422002E+03
  2.1000000E+03  3.1425186E+03  3.1422070E+03  3.1422004E+03  3.1422002E+03  3.1422002E+03  3.1422007E+03  3.1422063E+03  3.1422417E+03  3.1422002E+03  3.1422002E+03  3.1422002E+03
  2.2000000E+03  3.2439590E+03  3.2422388E+03  3.2422012E+03  3.2422002E+03  3.2422002E+03  3.2422012E+03  3.2422119E+03  3.2422656E+03  3.2422002E+03  3.2422002E+03  3.2422002E+03
  2.3000000E+03  3.3513945E+03  3.3424192E+03  3.3422048E+03  3.3422004E+03  3.3422004E+03  3.3422031E+03  3.3422241E+03  3.3423169E+03  3.3426650E+03  3.3422002E+03  3.3422002E+03
  2.4000000E+03  3.4850237E+03  3.4434194E+03  3.4422266E+03  3.4422007E+03  3.4422009E+03  3.4422075E+03  3.4422480E+03  3.4423931E+03  3.4428647E+03  3.4422002E+03  3.4422002E+03
  2.5000000E+03  3.7032793E+03  3.5486765E+03  3.5423508E+03  3.5422034E+03  3.5422024E+03  3.5422197E+03  3.5422971E+03  3.5425308E+03  3.5431470E+03  3.5447898E+03  3.5422002E+03
  2.8000000E+03  5.0531787E+03  4.2103452E+03  3.8646777E+03  3.8427817E+03  3.8423462E+03  3.8425417E+03  3.8429805E+03  3.8438137E+03  3.8454331E+03  3.8480081E+03  3.8518069E+03
  3.0000000E+03  5.6617568E+03  5.2010386E+03  4.3442729E+03  4.0582617E+03  4.0444790E+03  4.0444795E+03  4.0453062E+03  4.0468218E+03  4.0496086E+03  4.0536348E+03  4.0592554E+03
  3.2000000E+03  6.0324829E+03  5.8635767E+03  5.3393950E+03  4.4852690E+03  4.2744263E+03  4.2571821E+03  4.2544746E+03  4.2553423E+03  4.2590010E+03  4.2644302E+03  4.2715581E+03
  3.5000000E+03  6.4951436E+03  6.4117480E+03  6.2846523E+03  5.9238970E+03  5.1961191E+03  4.7583442E+03  4.6360835E+03  4.6043843E+03  4.5989248E+03  4.6013584E+03  4.6080972E+03
  3.7500000E+03  6.8682842E+03  6.7920557E+03  6.7101782E+03  6.5924292E+03  6.3331089E+03  5.7913101E+03  5.2415845E+03  5.0139858E+03  4.9469463E+03  4.9248013E+03  4.9202256E+03
  4.0000000E+03  7.2402798E+03  7.1649517E+03  7.0889160E+03  7.0082793E+03  6.9069634E+03  6.7188535E+03  6.3000605E+03  5.7474087E+03  5.4557275E+03  5.3369839E+03  5.2891919E+03
  4.2500000E+03  7.6121333E+03  7.5369170E+03  7.4616133E+03  7.3857339E+03  7.3072217E+03  7.2065562E+03  7.0512056E+03  6.7384204E+03  6.2861240E+03  5.9349214E+03  5.7652471E+03
  4.5000000E+03  7.9839688E+03  7.9087671E+03  7.8335537E+03  7.7582690E+03  7.6826558E+03  7.5940205E+03  7.4913823E+03  7.3648491E+03  7.2026045E+03  6.8106724E+03  6.4314287E+03
  4.7500000E+03  8.3558027E+03  8.2806016E+03  8.2054004E+03  8.1301895E+03  8.0549380E+03  7.9678213E+03  7.8722129E+03  7.7783335E+03  7.7532505E+03  7.6382139E+03  7.3126055E+03
  5.0000000E+03  8.7276348E+03  8.6524355E+03  8.5772344E+03  8.5020342E+03  8.4268262E+03  8.3398984E+03  8.2451748E+03  8.1555640E+03  8.1523530E+03  8.1355234E+03  8.0539702E+03
  5.2500000E+03  9.0994688E+03  9.0242676E+03  8.9490684E+03  8.8738672E+03  8.7986670E+03  8.7117637E+03  8.6171484E+03  8.5280723E+03  8.5276729E+03  8.5255410E+03  8.5140879E+03
  5.5000000E+03  9.4713008E+03  9.3961006E+03  9.3209004E+03  9.2457002E+03  9.1705000E+03  9.0835996E+03  8.9889980E+03  8.8999883E+03  8.8999385E+03  8.8996738E+03  8.8982354E+03
  5.7500000E+03  9.8431348E+03  9.7679336E+03  9.6927344E+03  9.6175332E+03  9.5423340E+03  9.4554336E+03  9.3608340E+03  9.2718320E+03  9.2718262E+03  9.2717939E+03  9.2716162E+03
  6.0000000E+03  1.0214967E+04  1.0139768E+04  1.0064566E+04  9.9893672E+03  9.9141660E+03  9.8272656E+03  9.7326660E+03  9.6436650E+03  9.6436650E+03  9.6436611E+03  9.6436387E+03
