#Table Version   6
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0 A09      | VALID RANGE:  105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105
#Teff(K)| Pgas@  log g =-2.00   log g =-1.50   log g =-1.00   log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00   log g = 6.50   log g = 7.00   log g = 7.50   log g = 8.00   log g = 8.50   log g = 9.00   log g = 9.50   log g =10.00 
  7.7500000e+03  1.5859092e-01  4.3600246e-01  1.1881876e+00  3.2084112e+00  8.5777892e+00  2.2677545e+01  5.9177114e+01  1.5205510e+02  3.8361026e+02  9.4724702e+02  2.2822467e+03  5.3498881e+03  1.2172437e+04  2.6835611e+04  5.7269153e+04  1.1828120e+05  2.3655372e+05  4.5865280e+05  8.6364149e+05  1.5827061e+06  2.8294475e+06  4.9463283e+06  8.4755466e+06  1.4267103e+07  2.3644982e+07
  8.0000000e+03  7.9232548e-02  2.2495074e-01  6.3535327e-01  1.7842735e+00  4.9757150e+00  1.3747165e+01  3.7509122e+01  1.0066906e+02  2.6458738e+02  6.7797731e+02  1.6866892e+03  4.0597514e+03  9.4282899e+03  2.1089130e+04  4.5395368e+04  9.4043572e+04  1.8768345e+05  3.6145570e+05  6.7337815e+05  1.2170732e+06  2.1413984e+06  3.6816557e+06  6.2116650e+06  1.0336947e+07  1.7076676e+07
  8.2500000e+03  3.7837525e-02  1.1144927e-01  3.2811936e-01  9.6430168e-01  2.8213022e+00  8.1843581e+00  2.3420994e+01  6.5744349e+01  1.8000609e+02  4.7822946e+02  1.2274284e+03  3.0330849e+03  7.1991313e+03  1.6391717e+04  3.5793868e+04  7.5015717e+04  1.5114077e+05  2.9350188e+05  5.5123301e+05  1.0056643e+06  1.7920403e+06  3.1410028e+06  5.4655586e+06  9.5590923e+06  1.7074285e+07
  8.5000000e+03  1.8725447e-02  5.7105989e-02  1.7502669e-01  5.3731071e-01  1.6438323e+00  4.9808236e+00  1.4846798e+01  4.3250413e+01  1.2240417e+02  3.3488732e+02  8.8234585e+02  2.2329013e+03  5.4193602e+03  1.2610136e+04  2.8151651e+04  6.0406888e+04  1.2494767e+05  2.5014609e+05  4.8732418e+05  9.3030441e+05  1.7559142e+06  3.3142229e+06  6.3421350e+06  1.2491292e+07  2.5668224e+07
  8.7500000e+03  1.1846201e-02  3.5980526e-02  1.1076832e-01  3.4365019e-01  1.0664648e+00  3.2836880e+00  9.9514631e+00  2.9471331e+01  8.4780637e+01  2.3580872e+02  6.3207075e+02  1.6295452e+03  4.0379986e+03  9.6228428e+03  2.2092517e+04  4.9011379e+04  1.0551861e+05  2.2172872e+05  4.5805852e+05  9.3858150e+05  1.9273620e+06  4.0109908e+06  8.5499686e+06  1.8820653e+07  4.2944848e+07
  9.0000000e+03  1.1386707e-02  3.2405384e-02  9.4128811e-02  2.7795005e-01  8.2882335e-01  2.4751595e+00  7.3383280e+00  2.1424637e+01  6.1174816e+01  1.6993359e+02  4.5756528e+02  1.1918198e+03  3.0014485e+03  7.3151812e+03  1.7294782e+04  3.9812564e+04  8.9689772e+04  1.9899329e+05  4.3806336e+05  9.6466964e+05  2.1424924e+06  4.8340016e+06  1.1138192e+07  2.6272816e+07  6.3415289e+07
  9.2500000e+03  1.4115512e-02  3.7394492e-02  1.0075131e-01  2.7599828e-01  7.6680007e-01  2.1503450e+00  6.0477307e+00  1.6937023e+01  4.6909854e+01  1.2774445e+02  3.4054886e+02  8.8635378e+02  2.2500337e+03  5.5743503e+03  1.3506663e+04  3.2119269e+04  7.5311614e+04  1.7507502e+05  4.0591342e+05  9.4412878e+05  2.2143687e+06  5.2572335e+06  1.2661578e+07  3.0947052e+07  7.6683127e+07
  9.5000000e+03  1.8576920e-02  4.6640049e-02  1.1838874e-01  3.0410546e-01  7.9044046e-01  2.0759374e+00  5.4925734e+00  1.4579007e+01  3.8632318e+01  1.0170431e+02  2.6490242e+02  6.8058528e+02  1.7219882e+03  4.2900819e+03  1.0537194e+04  2.5577540e+04  6.1561242e+04  1.4748389e+05  3.5310009e+05  8.4793444e+05  2.0484945e+06  4.9888209e+06  1.2259634e+07  3.0400479e+07  7.6013974e+07
  9.7500000e+03  2.4717357e-02  5.9421178e-02  1.4389695e-01  3.5129119e-01  8.6496428e-01  2.1479013e+00  5.3745927e+00  1.3528196e+01  3.4167385e+01  8.6333467e+01  2.1759829e+02  5.4568673e+02  1.3592123e+03  3.3601469e+03  8.2464645e+03  2.0114980e+04  4.8855644e+04  1.1842080e+05  2.8712724e+05  6.9788565e+05  1.7033519e+06  4.1796315e+06  1.0316442e+07  2.5614902e+07  6.3953099e+07
  1.0000000e+04  3.3203390e-02  7.6814740e-02  1.7865977e-01  4.1796292e-01  9.8393234e-01  2.3314489e+00  5.5604041e+00  1.3341718e+01  3.2176858e+01  7.7897569e+01  1.8900246e+02  4.5886826e+02  1.1132930e+03  2.6968379e+03  6.5206911e+03  1.5741357e+04  3.7968460e+04  9.1600154e+04  2.2129884e+05  5.3600509e+05  1.3028071e+06  3.1798373e+06  7.7964762e+06  1.9203786e+07  4.7510881e+07
  1.0250000e+04  4.4758276e-02  1.0007561e-01  2.2467644e-01  5.0663412e-01  1.1478263e+00  2.6135273e+00  5.9818269e+00  1.3763145e+01  3.1828066e+01  7.3951009e+01  1.7253013e+02  4.0389360e+02  9.4807816e+02  2.2302031e+03  5.2554801e+03  1.2405401e+04  2.9337114e+04  6.9534606e+04  1.6526646e+05  3.9409845e+05  9.4335026e+05  2.2675123e+06  5.4742916e+06  1.3274907e+07  3.2331258e+07
  1.0500000e+04  5.9742304e-02  1.2972002e-01  2.8253341e-01  6.1739482e-01  1.3539003e+00  2.9801909e+00  6.5861729e+00  1.4616231e+01  3.2576454e+01  7.2920989e+01  1.6392813e+02  3.7003421e+02  8.3855474e+02  1.9073742e+03  4.3540302e+03  9.9740982e+03  2.2930079e+04  5.2912097e+04  1.2258092e+05  2.8518474e+05  6.6646818e+05  1.5648656e+06  3.6921751e+06  8.7542832e+06  2.0858332e+07
  1.0750000e+04  7.7951913e-02  1.6518090e-01  3.5080130e-01  7.4678683e-01  1.5938172e+00  3.4108676e+00  7.3207836e+00  1.5761547e+01  3.4046059e+01  7.3795671e+01  1.6052693e+02  3.5047860e+02  7.6807632e+02  1.6896787e+03  3.7315655e+03  8.2738171e+03  1.8420665e+04  4.1187333e+04  9.2506206e+04  2.0874999e+05  4.7340346e+05  1.0791437e+06  2.4731353e+06  5.6989288e+06  1.3205237e+07
  1.1000000e+04  9.8616309e-02  2.0488149e-01  4.2630926e-01  8.8850470e-01  1.8550566e+00  3.8803564e+00  8.1332170e+00  1.7084134e+01  3.5969150e+01  7.5917616e+01  1.6065685e+02  3.4093315e+02  7.2564049e+02  1.5492678e+03  3.3186266e+03  7.1334204e+03  1.5389852e+04  3.3332537e+04  7.2495331e+04  1.5837206e+05  3.4761495e+05  7.6682266e+05  1.7005490e+06  3.7922136e+06  8.5055783e+06
  1.1250000e+04  1.2058716e-01  2.4664624e-01  5.0499423e-01  1.0350595e+00  2.1239428e+00  4.3636896e+00  8.9771191e+00  1.8494160e+01  3.8158641e+01  7.8860923e+01  1.6326578e+02  3.3864939e+02  7.0386424e+02  1.4661466e+03  3.0611756e+03  6.4076851e+03  1.3449455e+04  2.8313749e+04  5.9798285e+04  1.2673580e+05  2.6962505e+05  5.7598593e+05  1.2359524e+06  2.6649059e+06  5.7757132e+06
  1.1500000e+04  1.4260650e-01  2.8820564e-01  5.8282512e-01  1.1794065e+00  2.3883434e+00  4.8401478e+00  9.8168432e+00  1.9927906e+01  4.0490764e+01  8.2354154e+01  1.6768113e+02  3.4181362e+02  6.9765739e+02  1.4258976e+03  2.9186272e+03  5.9837035e+03  1.2289293e+04  2.5288423e+04  5.2147902e+04  1.0778667e+05  2.2336281e+05  4.6418487e+05  9.6768705e+05  2.0243476e+06  4.2510523e+06
  1.1750000e+04  1.6349614e-01  3.2751433e-01  6.5631478e-01  1.3157163e+00  2.6387035e+00  5.2942966e+00  1.0627412e+01  2.1343317e+01  4.2887083e+01  8.6225943e+01  1.7346617e+02  3.4920274e+02  7.0347634e+02  1.4182608e+03  2.8617154e+03  5.7795407e+03  1.1684067e+04  2.3646733e+04  4.7915218e+04  9.7220305e+04  1.9755405e+05  4.0209997e+05  8.1994680e+05  1.6754722e+06  3.4316140e+06
  1.2000000e+04  1.8229360e-01  3.6296721e-01  7.2285248e-01  1.4398684e+00  2.8687432e+00  5.7169151e+00  1.1395646e+01  2.2721127e+01  4.5314978e+01  9.0402965e+01  1.8041038e+02  3.6015402e+02  7.1924027e+02  1.4369153e+03  2.8719300e+03  5.7427238e+03  1.1488981e+04  2.2997750e+04  4.6063110e+04  9.2323601e+04  1.8518064e+05  3.7173950e+05  7.4693871e+05  1.5023953e+06  3.0254818e+06
  1.2250000e+04  1.9863077e-01  3.9409518e-01  7.8199066e-01  1.5518505e+00  3.0799823e+00  6.1136278e+00  1.2136816e+01  2.4097303e+01  4.7851225e+01  9.5034678e+01  1.8877278e+02  3.7503265e+02  7.4520524e+02  1.4810341e+03  2.9440314e+03  5.8534868e+03  1.1640971e+04  2.3156592e+04  4.6076641e+04  9.1710481e+04  1.8260060e+05  3.6370194e+05  7.2471440e+05  1.4447299e+06  2.8815696e+06
  1.2500000e+04  2.1363324e-01  4.2325337e-01  8.3861800e-01  1.6617320e+00  3.2930004e+00  6.5261586e+00  1.2934796e+01  2.5638869e+01  5.0824925e+01  1.0076150e+02  1.9978094e+02  3.9614727e+02  7.8560512e+02  1.5581132e+03  3.0906012e+03  6.1311046e+03  1.2164354e+04  2.4137767e+04  4.7903408e+04  9.5082603e+04  1.8875814e+05  3.7478798e+05  7.4429844e+05  1.4784180e+06  2.9372739e+06
  1.2750000e+04  2.3048990e-01  4.5666891e-01  9.0488132e-01  1.7931767e+00  3.5538288e+00  7.0438904e+00  1.3962786e+01  2.7680617e+01  5.4881310e+01  1.0882259e+02  2.1580447e+02  4.2800576e+02  8.4896075e+02  1.6841298e+03  3.3412936e+03  6.6298872e+03  1.3156836e+04  2.6112721e+04  5.1833411e+04  1.0290258e+05  2.0431655e+05  4.0573632e+05  8.0584175e+05  1.6007518e+06  3.1803120e+06
  1.3000000e+04  2.5219595e-01  5.0015396e-01  9.9206034e-01  1.9680786e+00  3.9049727e+00  7.7493651e+00  1.5381127e+01  3.0534129e+01  6.0626121e+01  1.2039611e+02  2.3913615e+02  4.7507244e+02  9.4396978e+02  1.8760393e+03  3.7291804e+03  7.4143761e+03  1.4744425e+04  2.9327530e+04  5.8347207e+04  1.1610857e+05  2.3110588e+05  4.6011164e+05  9.1627155e+05  1.8251451e+06  3.6365242e+06
  1.4000000e+04  2.7615748e-01  5.4893702e-01  1.0914673e+00  2.1708238e+00  4.3188421e+00  8.5949309e+00  1.7110131e+01  3.4072495e+01  6.7873162e+01  1.3525082e+02  2.6960858e+02  5.3763063e+02  1.0724956e+03  2.1402930e+03  4.2728958e+03  8.5339129e+03  1.7051266e+04  3.4084236e+04  6.8162457e+04  1.3637608e+05  2.7298535e+05  5.4670842e+05  1.0954561e+06  2.1961640e+06  4.4052780e+06
